gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.0,2,1,1,skipconcat,3,True,0.771,0.0224,251.0,0.3329,0.003,0.5194,0.0549,0.1473,0.2083,0.3333,0.4714,0.2043,0.2889,0.8817,0.0005
0.0,2,1,1,skipsum,87,True,0.7421,0.0063,251.0,0.3279,0.0023,0.7141,0.1422,0.7436,0.193,0.7851,0.1544,0.7234,0.0585,0.8961,0.0168
0.0,2,1,1,skipsum,87,True,0.7315,0.0096,251.0,0.331,0.0039,0.7893,0.036,0.8041,0.1101,0.7384,0.0932,0.7565,0.0175,0.8945,0.0189
0.0,2,1,1,skipsum,87,True,0.6737,0.0752,251.0,0.3295,0.0019,0.7938,0.0392,0.7603,0.0751,0.8035,0.0501,0.7765,0.0259,0.8921,0.0169
0.0,2,1,1,stack,3,True,0.771,0.0224,251.0,0.3382,0.0039,0.5194,0.0549,0.1473,0.2083,0.3333,0.4714,0.2043,0.2889,0.8817,0.0005
0.0,2,1,1,stack,3,True,0.771,0.0224,251.0,0.3298,0.0008,0.5194,0.0549,0.1473,0.2083,0.3333,0.4714,0.2043,0.2889,0.8817,0.0005
0.0,2,1,1,stack,3,True,0.771,0.0224,251.0,0.3305,0.0043,0.5194,0.0549,0.1473,0.2083,0.3333,0.4714,0.2043,0.2889,0.8817,0.0005
0.0,2,1,2,skipconcat,6,True,0.748,0.0136,361.0,0.3325,0.0028,0.6147,0.0799,0.2096,0.2964,0.3122,0.4415,0.2508,0.3547,0.8826,0.0007
0.0,2,1,2,skipconcat,6,True,0.7033,0.0755,361.0,0.3296,0.0012,0.6382,0.1132,0.2515,0.3556,0.2686,0.3799,0.2598,0.3674,0.8809,0.0018
0.0,2,1,2,skipconcat,6,True,0.748,0.0136,361.0,0.3352,0.003,0.6147,0.0799,0.2096,0.2964,0.3122,0.4415,0.2508,0.3547,0.8826,0.0007
0.0,2,1,2,skipsum,76,True,0.7278,0.0276,361.0,0.3336,0.0048,0.6679,0.0841,0.4201,0.2992,0.6184,0.4381,0.499,0.3532,0.8972,0.0068
0.0,2,1,2,skipsum,199,True,0.6369,0.0699,361.0,0.3327,0.0041,0.7838,0.0713,0.7531,0.1181,0.8377,0.0866,0.7795,0.0365,0.8995,0.0085
0.0,2,1,2,skipsum,291,True,0.6233,0.0793,361.0,0.328,0.0042,0.7847,0.0719,0.7506,0.1162,0.8435,0.0825,0.7815,0.038,0.9033,0.0043
0.0,2,1,2,stack,6,True,0.748,0.0136,361.0,0.3285,0.0018,0.6147,0.0799,0.2096,0.2964,0.3122,0.4415,0.2508,0.3547,0.8826,0.0007
0.0,2,1,2,stack,6,True,0.748,0.0136,361.0,0.3308,0.0035,0.6147,0.0799,0.2096,0.2964,0.3122,0.4415,0.2508,0.3547,0.8826,0.0007
0.0,2,1,2,stack,6,True,0.7033,0.0755,361.0,0.3305,0.0015,0.6382,0.1132,0.2515,0.3556,0.2686,0.3799,0.2598,0.3674,0.8809,0.0018
0.0,2,2,1,skipconcat,6,True,0.6515,0.0801,461.0,0.531,0.0013,0.7112,0.1086,0.4845,0.3428,0.5553,0.3927,0.5175,0.366,0.8683,0.0062
0.0,2,2,1,skipconcat,6,True,0.7485,0.0245,461.0,0.5289,0.0042,0.6348,0.1083,0.2527,0.3574,0.2545,0.3599,0.2536,0.3586,0.8683,0.0044
0.0,2,2,1,skipconcat,6,True,0.7485,0.0245,461.0,0.5355,0.0043,0.6348,0.1083,0.2527,0.3574,0.2545,0.3599,0.2536,0.3586,0.8683,0.0044
0.0,2,2,1,skipsum,99,True,0.7062,0.0359,361.0,0.5324,0.0055,0.6973,0.0838,0.629,0.0811,0.8702,0.1147,0.7203,0.0503,0.8727,0.047
0.0,2,2,1,skipsum,190,True,0.6927,0.0447,361.0,0.5324,0.0047,0.7105,0.0947,0.6528,0.0996,0.8549,0.1217,0.7273,0.0578,0.8758,0.0446
0.0,2,2,1,skipsum,287,True,0.6664,0.0762,361.0,0.5739,0.0604,0.7152,0.0927,0.6447,0.0926,0.898,0.0705,0.742,0.048,0.8888,0.0276
