graphsage-batch_size,l_pre,l_mp,l_post,stage,drop,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,specificity,specificity_std,f1,f1_std,auc,auc_std
128,2,1,1,skipconcat,0.3,181,True,0.561,0.0313,351.0,0.3108,0.0091,0.7665,0.0204,0.8473,0.0562,0.7069,0.027,0.8391,0.0771,0.7687,0.0093,0.8073,0.0161
128,2,1,1,skipconcat,0.3,272,True,0.5509,0.0273,351.0,0.3062,0.0119,0.7726,0.0152,0.8494,0.0371,0.715,0.0142,0.8428,0.0494,0.7757,0.0088,0.8148,0.0137
128,2,1,1,skipconcat,0.6,95,True,0.6745,0.0321,351.0,0.2913,0.0061,0.6509,0.037,0.6462,0.0488,0.8229,0.0478,0.4441,0.1389,0.7207,0.01,0.718,0.038
128,2,1,1,skipconcat,0.6,184,True,0.6644,0.0229,351.0,0.2967,0.0125,0.6542,0.0255,0.6438,0.0388,0.8447,0.0544,0.4246,0.121,0.7279,0.0026,0.7301,0.0264
128,2,1,1,skipconcat,0.6,245,True,0.6637,0.0137,351.0,0.3035,0.0031,0.6785,0.0209,0.6941,0.0521,0.766,0.0869,0.573,0.1449,0.7218,0.0153,0.7318,0.0149
128,2,1,1,skipsum,0.0,89,True,0.5173,0.005,351.0,0.2772,0.0077,0.7889,0.0017,0.8539,0.0076,0.742,0.0071,0.8459,0.0102,0.794,0.0021,0.8444,0.0029
128,2,1,1,skipsum,0.0,151,True,0.5137,0.0077,351.0,0.2905,0.0122,0.7911,0.0028,0.8706,0.0142,0.7271,0.0109,0.8685,0.0186,0.7922,0.0007,0.845,0.0019
128,2,1,1,skipsum,0.0,273,True,0.5069,0.0019,351.0,0.2926,0.0029,0.7918,0.0027,0.8759,0.0143,0.7241,0.0101,0.8744,0.0183,0.7927,0.0004,0.8462,0.0009
128,2,1,1,skipsum,0.3,80,True,0.5792,0.06,351.0,0.2852,0.0045,0.763,0.0362,0.8272,0.0812,0.7345,0.0422,0.7969,0.1308,0.7733,0.0157,0.786,0.0484
128,2,1,1,skipsum,0.3,176,True,0.5545,0.0351,351.0,0.2947,0.0066,0.7754,0.0154,0.8594,0.0396,0.7091,0.0155,0.8557,0.0525,0.7761,0.0076,0.8081,0.0222
128,2,1,1,skipsum,0.3,233,True,0.5515,0.0308,351.0,0.2999,0.015,0.7789,0.009,0.8564,0.0343,0.7199,0.0245,0.8505,0.0477,0.7812,0.0041,0.8105,0.0206
128,2,1,1,skipsum,0.6,99,True,0.6468,0.0311,351.0,0.2782,0.0047,0.696,0.0307,0.7215,0.0622,0.7524,0.0787,0.6277,0.1613,0.73,0.0063,0.7459,0.0287
128,2,1,1,skipsum,0.6,178,True,0.6361,0.0379,351.0,0.2946,0.0068,0.7054,0.0263,0.729,0.0569,0.7552,0.0635,0.646,0.1328,0.737,0.0044,0.7511,0.0398
128,2,1,1,skipsum,0.6,178,True,0.6361,0.0379,351.0,0.2966,0.008,0.7054,0.0263,0.729,0.0569,0.7552,0.0635,0.646,0.1328,0.737,0.0044,0.7511,0.0398
128,2,1,1,stack,0.0,87,True,0.5789,0.0282,351.0,0.2886,0.013,0.7877,0.0055,0.869,0.0148,0.7204,0.0125,0.8686,0.0189,0.7876,0.005,0.8241,0.0066
128,2,1,1,stack,0.0,197,True,0.5182,0.0006,351.0,0.3072,0.0207,0.7928,0.0023,0.8847,0.0072,0.7151,0.0054,0.887,0.0086,0.7909,0.0021,0.844,0.0011
128,2,1,1,stack,0.0,299,True,0.5106,0.0038,351.0,0.2976,0.0095,0.7876,0.0014,0.8537,0.0135,0.7389,0.0139,0.8464,0.0197,0.7919,0.0023,0.8458,0.0021
128,2,1,1,stack,0.3,84,True,0.5693,0.0285,351.0,0.2796,0.012,0.7669,0.0167,0.8524,0.0338,0.6939,0.0028,0.8544,0.04,0.7646,0.0122,0.7997,0.0151
128,2,1,1,stack,0.3,181,True,0.561,0.0313,351.0,0.2849,0.0132,0.7665,0.0204,0.8473,0.0562,0.7069,0.027,0.8391,0.0771,0.7687,0.0093,0.8073,0.0161
128,2,1,1,stack,0.3,272,True,0.5509,0.0273,351.0,0.2959,0.0123,0.7726,0.0152,0.8494,0.0371,0.715,0.0142,0.8428,0.0494,0.7757,0.0088,0.8148,0.0137
128,2,1,1,stack,0.6,95,True,0.6745,0.0321,351.0,0.278,0.0088,0.6509,0.037,0.6462,0.0488,0.8229,0.0478,0.4441,0.1389,0.7207,0.01,0.718,0.038
128,2,1,1,stack,0.6,184,True,0.6644,0.0229,351.0,0.2825,0.0109,0.6542,0.0255,0.6438,0.0388,0.8447,0.0544,0.4246,0.121,0.7279,0.0026,0.7301,0.0264
128,2,1,1,stack,0.6,245,True,0.6637,0.0137,351.0,0.2861,0.0047,0.6785,0.0209,0.6941,0.0521,0.766,0.0869,0.573,0.1449,0.7218,0.0153,0.7318,0.0149
128,2,1,2,skipconcat,0.0,92,True,0.5227,0.0033,461.0,0.2835,0.0029,0.7909,0.0015,0.8676,0.0107,0.7289,0.0083,0.8658,0.0134,0.7921,0.0007,0.8434,0.0016
128,2,1,2,skipconcat,0.0,127,True,0.5166,0.0037,461.0,0.2999,0.0061,0.7922,0.0004,0.8779,0.0034,0.7217,0.0042,0.8779,0.0041,0.7922,0.0016,0.8442,0.0014
128,2,1,2,skipconcat,0.0,208,True,0.5108,0.0013,461.0,0.3104,0.0143,0.7888,0.002,0.8534,0.0135,0.7421,0.0124,0.8453,0.0187,0.7937,0.0018,0.8452,0.0004
128,2,1,2,skipconcat,0.3,80,True,0.5596,0.0192,461.0,0.2917,0.0027,0.7681,0.0194,0.8512,0.0477,0.7021,0.0161,0.8478,0.0618,0.7683,0.011,0.8047,0.0083
128,2,1,2,skipconcat,0.3,188,True,0.547,0.0145,461.0,0.3087,0.008,0.7772,0.0033,0.8668,0.0069,0.7004,0.0034,0.8699,0.0081,0.7747,0.0026,0.8125,0.0089
128,2,1,2,skipconcat,0.3,283,True,0.5389,0.011,461.0,0.3068,0.0118,0.778,0.0052,0.8673,0.0141,0.7007,0.0055,0.8707,0.0167,0.7751,0.0034,0.818,0.0071
128,2,1,2,skipconcat,0.6,96,True,0.6713,0.0307,461.0,0.2886,0.0112,0.6656,0.0431,0.6671,0.0527,0.8157,0.0676,0.4809,0.1803,0.7292,0.0088,0.7177,0.0413
128,2,1,2,skipconcat,0.6,196,True,0.6494,0.0087,461.0,0.3002,0.0098,0.6908,0.0048,0.6866,0.0124,0.8019,0.0282,0.5564,0.0406,0.7393,0.006,0.7462,0.0075
128,2,1,2,skipconcat,0.6,196,True,0.6494,0.0087,461.0,0.2973,0.001,0.6908,0.0048,0.6866,0.0124,0.8019,0.0282,0.5564,0.0406,0.7393,0.006,0.7462,0.0075
128,2,1,2,skipsum,0.0,98,True,0.5209,0.0047,461.0,0.2878,0.0102,0.7892,0.0025,0.8626,0.0111,0.7332,0.0089,0.8575,0.0149,0.7926,0.0016,0.8423,0.0042
128,2,1,2,skipsum,0.0,174,True,0.5118,0.0006,461.0,0.3049,0.0117,0.789,0.001,0.8564,0.005,0.7393,0.0046,0.8494,0.0074,0.7935,0.0009,0.8435,0.0014
128,2,1,2,skipsum,0.0,280,True,0.5146,0.0099,461.0,0.3019,0.0081,0.7914,0.0013,0.8688,0.0055,0.7281,0.0071,0.8675,0.0081,0.7922,0.0021,0.8444,0.0035
128,2,1,2,skipsum,0.3,79,True,0.5543,0.0174,461.0,0.2912,0.0048,0.77,0.0117,0.8645,0.0356,0.6915,0.0205,0.8655,0.0455,0.7674,0.0075,0.8126,0.0099
128,2,1,2,skipsum,0.3,181,True,0.5502,0.0159,461.0,0.308,0.0018,0.7741,0.01,0.8444,0.0265,0.7212,0.011,0.8379,0.0351,0.7775,0.0048,0.8173,0.0066
128,2,1,2,skipsum,0.3,290,True,0.5441,0.0152,461.0,0.3154,0.0058,0.776,0.0115,0.848,0.0304,0.7205,0.0125,0.843,0.039,0.7785,0.007,0.8212,0.0057
128,2,1,2,skipsum,0.6,96,True,0.6487,0.0306,461.0,0.2831,0.0075,0.6885,0.0228,0.691,0.0389,0.7994,0.0543,0.5525,0.118,0.7385,0.0036,0.7381,0.038
128,2,1,2,skipsum,0.6,196,True,0.646,0.0213,461.0,0.294,0.0007,0.7039,0.0163,0.7027,0.0262,0.8008,0.0255,0.5869,0.0666,0.7476,0.0046,0.7455,0.0243
128,2,1,2,skipsum,0.6,238,True,0.6378,0.029,461.0,0.3055,0.0069,0.7086,0.0145,0.7079,0.0248,0.8018,0.0287,0.5954,0.0677,0.751,0.002,0.7485,0.0357
128,2,1,2,stack,0.0,92,True,0.5227,0.0033,461.0,0.2869,0.0057,0.7909,0.0015,0.8676,0.0107,0.7289,0.0083,0.8658,0.0134,0.7921,0.0007,0.8434,0.0016
128,2,1,2,stack,0.0,127,True,0.5166,0.0037,461.0,0.3103,0.0068,0.7922,0.0004,0.8779,0.0034,0.7217,0.0042,0.8779,0.0041,0.7922,0.0016,0.8442,0.0014
128,2,1,2,stack,0.0,208,True,0.5108,0.0013,461.0,0.3088,0.0085,0.7888,0.002,0.8534,0.0135,0.7421,0.0124,0.8453,0.0187,0.7937,0.0018,0.8452,0.0004
128,2,1,2,stack,0.3,80,True,0.5596,0.0192,461.0,0.2802,0.0046,0.7681,0.0194,0.8512,0.0477,0.7021,0.0161,0.8478,0.0618,0.7683,0.011,0.8047,0.0083
128,2,1,2,stack,0.3,188,True,0.547,0.0145,461.0,0.3126,0.0056,0.7772,0.0033,0.8668,0.0069,0.7004,0.0034,0.8699,0.0081,0.7747,0.0026,0.8125,0.0089
128,2,1,2,stack,0.3,283,True,0.5389,0.011,461.0,0.3084,0.016,0.778,0.0052,0.8673,0.0141,0.7007,0.0055,0.8707,0.0167,0.7751,0.0034,0.818,0.0071
128,2,1,2,stack,0.6,96,True,0.6713,0.0307,461.0,0.2959,0.0131,0.6656,0.0431,0.6671,0.0527,0.8157,0.0676,0.4809,0.1803,0.7292,0.0088,0.7177,0.0413
128,2,1,2,stack,0.6,196,True,0.6494,0.0087,461.0,0.2927,0.0118,0.6908,0.0048,0.6866,0.0124,0.8019,0.0282,0.5564,0.0406,0.7393,0.006,0.7462,0.0075
128,2,1,2,stack,0.6,196,True,0.6494,0.0087,461.0,0.3045,0.004,0.6908,0.0048,0.6866,0.0124,0.8019,0.0282,0.5564,0.0406,0.7393,0.006,0.7462,0.0075
128,2,2,1,skipconcat,0.0,91,True,0.5164,0.0026,761.0,0.3882,0.0064,0.8004,0.001,0.8434,0.0023,0.7219,0.0026,0.8741,0.0028,0.7779,0.0009,0.8557,0.0025
128,2,2,1,skipconcat,0.0,186,True,0.5048,0.0037,761.0,0.3894,0.0103,0.7999,0.0004,0.8375,0.0016,0.728,0.001,0.8674,0.0017,0.7789,0.0001,0.8585,0.0017
128,2,2,1,skipconcat,0.0,280,True,0.5009,0.0044,761.0,0.4199,0.0155,0.8007,0.0014,0.84,0.0023,0.7259,0.0011,0.8707,0.0022,0.7788,0.0013,0.86,0.0017
128,2,2,1,skipconcat,0.3,64,True,0.5814,0.0498,761.0,0.3583,0.0069,0.7567,0.0436,0.7844,0.0838,0.71,0.0281,0.8008,0.1108,0.7413,0.0259,0.8046,0.033
128,2,2,1,skipconcat,0.3,194,True,0.5482,0.0211,761.0,0.3905,0.0067,0.784,0.0095,0.8277,0.0253,0.7013,0.0095,0.8617,0.0269,0.7589,0.0057,0.829,0.0112
128,2,2,1,skipconcat,0.3,297,True,0.5433,0.0132,761.0,0.3932,0.0088,0.7821,0.0083,0.8241,0.0173,0.7003,0.0078,0.859,0.0174,0.757,0.0074,0.8333,0.0051
128,2,2,1,skipconcat,0.6,73,True,0.6652,0.024,761.0,0.3714,0.0141,0.683,0.0311,0.6664,0.0429,0.7025,0.0126,0.6646,0.0711,0.6828,0.0175,0.738,0.0245
128,2,2,1,skipconcat,0.6,183,True,0.6607,0.0177,761.0,0.3929,0.0089,0.6806,0.015,0.6571,0.0351,0.7317,0.0701,0.6324,0.0908,0.6885,0.0149,0.7462,0.0174
128,2,2,1,skipconcat,0.6,237,True,0.6542,0.018,761.0,0.3946,0.0031,0.6866,0.0193,0.6517,0.0291,0.7682,0.0334,0.61,0.0686,0.7038,0.0039,0.751,0.0188
128,2,2,1,skipsum,0.0,97,True,0.5138,0.0067,561.0,0.3668,0.0153,0.7996,0.0011,0.8514,0.0083,0.7105,0.0086,0.8834,0.0089,0.7745,0.002,0.8527,0.0051
128,2,2,1,skipsum,0.0,199,True,0.5032,0.0062,561.0,0.3982,0.0134,0.7983,0.0026,0.8322,0.0083,0.7312,0.005,0.8614,0.0089,0.7784,0.0018,0.8596,0.0014
128,2,2,1,skipsum,0.0,247,True,0.4986,0.0017,561.0,0.4098,0.0091,0.7999,0.0006,0.8375,0.0007,0.7278,0.0011,0.8675,0.0007,0.7788,0.0009,0.8611,0.001
128,2,2,1,skipsum,0.3,96,True,0.5502,0.0158,561.0,0.3743,0.0062,0.7766,0.0126,0.8199,0.0186,0.6914,0.0127,0.8569,0.0167,0.7502,0.0133,0.8256,0.0099
128,2,2,1,skipsum,0.3,187,True,0.5385,0.0137,561.0,0.3807,0.0105,0.783,0.0085,0.8325,0.0106,0.6919,0.0095,0.8688,0.0081,0.7557,0.0099,0.8322,0.0092
128,2,2,1,skipsum,0.3,297,True,0.5352,0.0172,561.0,0.3708,0.0185,0.7818,0.0105,0.8239,0.0213,0.6993,0.0059,0.8592,0.0211,0.7563,0.0089,0.8359,0.0094
128,2,2,1,skipsum,0.6,70,True,0.6498,0.0408,561.0,0.3595,0.0172,0.7002,0.0398,0.6956,0.0542,0.6902,0.003,0.7095,0.0798,0.6917,0.0264,0.75,0.0416
128,2,2,1,skipsum,0.6,193,True,0.632,0.0293,561.0,0.3696,0.0167,0.7136,0.0239,0.7166,0.04,0.6816,0.0337,0.7437,0.0529,0.6974,0.0205,0.7681,0.0245
128,2,2,1,skipsum,0.6,294,True,0.6264,0.0318,561.0,0.3698,0.0025,0.719,0.0255,0.7111,0.0379,0.711,0.0301,0.7263,0.0511,0.7101,0.0221,0.7743,0.0261
128,2,2,1,stack,0.0,80,True,0.5256,0.003,561.0,0.3524,0.0173,0.8003,0.0006,0.8485,0.0043,0.7147,0.0045,0.8804,0.0048,0.7759,0.0011,0.8541,0.0006
128,2,2,1,stack,0.0,159,True,0.5105,0.0032,561.0,0.3668,0.0212,0.8,0.0007,0.8405,0.0033,0.7238,0.0046,0.8714,0.0036,0.7778,0.0014,0.856,0.0011
128,2,2,1,stack,0.0,236,True,0.5097,0.0038,561.0,0.3779,0.0205,0.7985,0.0007,0.8395,0.002,0.7223,0.0031,0.8702,0.0025,0.7765,0.0011,0.8571,0.0019
128,2,2,1,stack,0.3,92,True,0.5655,0.0173,561.0,0.3743,0.0062,0.7751,0.0086,0.8136,0.0258,0.6969,0.0136,0.8487,0.0294,0.7502,0.0034,0.8141,0.0094
128,2,2,1,stack,0.3,170,True,0.5591,0.0183,561.0,0.3871,0.007,0.775,0.0099,0.8134,0.0362,0.6982,0.0278,0.847,0.0442,0.7501,0.0033,0.8205,0.0074
128,2,2,1,stack,0.3,170,True,0.5591,0.0183,561.0,0.4,0.0046,0.775,0.0099,0.8134,0.0362,0.6982,0.0278,0.847,0.0442,0.7501,0.0033,0.8205,0.0074
128,2,2,1,stack,0.6,95,True,0.698,0.0305,561.0,0.3648,0.011,0.6471,0.0382,0.6308,0.0497,0.6748,0.0489,0.6211,0.0843,0.6498,0.0299,0.6954,0.0438
128,2,2,1,stack,0.6,127,True,0.6905,0.0301,561.0,0.3585,0.0144,0.6505,0.0404,0.6438,0.0613,0.666,0.0761,0.6358,0.1348,0.6479,0.0234,0.7043,0.0391
128,2,2,1,stack,0.6,127,True,0.6905,0.0301,561.0,0.3736,0.0013,0.6505,0.0404,0.6438,0.0613,0.666,0.0761,0.6358,0.1348,0.6479,0.0234,0.7043,0.0391
128,2,2,2,skipconcat,0.0,88,True,0.5231,0.009,871.0,0.3678,0.0133,0.799,0.0017,0.8496,0.0016,0.7117,0.0027,0.8813,0.0015,0.7745,0.002,0.855,0.0026
128,2,2,2,skipconcat,0.0,195,True,0.5059,0.0009,871.0,0.4062,0.0131,0.7988,0.0022,0.8431,0.0065,0.7177,0.0037,0.8748,0.0073,0.7753,0.0009,0.858,0.0004
128,2,2,2,skipconcat,0.0,282,True,0.5004,0.002,871.0,0.4279,0.0242,0.7996,0.0002,0.8393,0.0038,0.7249,0.0043,0.8697,0.0043,0.7779,0.0009,0.8599,0.0006
128,2,2,2,skipconcat,0.3,66,True,0.5574,0.0217,871.0,0.381,0.0128,0.7803,0.0079,0.8276,0.0236,0.6918,0.0149,0.8635,0.0255,0.7532,0.0057,0.8213,0.0143
128,2,2,2,skipconcat,0.3,162,True,0.5431,0.0195,871.0,0.3996,0.0062,0.7837,0.0077,0.8267,0.0152,0.7001,0.0023,0.8621,0.015,0.7581,0.0064,0.8292,0.0112
128,2,2,2,skipconcat,0.3,293,True,0.5385,0.0201,871.0,0.4017,0.0225,0.7833,0.0086,0.8247,0.0149,0.7019,0.0041,0.8598,0.0132,0.7583,0.0087,0.832,0.0119
128,2,2,2,skipconcat,0.6,94,True,0.6589,0.0367,871.0,0.3939,0.0017,0.6911,0.0379,0.6853,0.0596,0.6919,0.0385,0.6904,0.1069,0.6851,0.0162,0.7399,0.0389
128,2,2,2,skipconcat,0.6,160,True,0.6635,0.024,871.0,0.3885,0.0159,0.6886,0.0274,0.6813,0.049,0.6889,0.0448,0.6884,0.0916,0.6819,0.0098,0.7402,0.0248
128,2,2,2,skipconcat,0.6,214,True,0.659,0.0347,871.0,0.3987,0.0126,0.6895,0.0439,0.6822,0.0709,0.7105,0.0555,0.6698,0.1347,0.6904,0.0153,0.7407,0.0379
128,2,2,2,skipsum,0.0,99,True,0.5208,0.0041,671.0,0.385,0.0068,0.7987,0.0002,0.8551,0.0111,0.7026,0.0123,0.8885,0.0117,0.7712,0.0029,0.8547,0.0029
128,2,2,2,skipsum,0.0,183,True,0.5081,0.0033,671.0,0.4203,0.0098,0.7987,0.0002,0.8439,0.0063,0.7181,0.008,0.8747,0.0074,0.7759,0.0021,0.8568,0.0018
128,2,2,2,skipsum,0.0,253,True,0.5041,0.004,671.0,0.4214,0.0157,0.799,0.0012,0.839,0.0073,0.7246,0.0118,0.869,0.0096,0.7775,0.0038,0.8587,0.0014
128,2,2,2,skipsum,0.3,95,True,0.5539,0.0298,671.0,0.3939,0.0017,0.7751,0.0152,0.8125,0.0328,0.6982,0.0065,0.8472,0.0354,0.7506,0.0106,0.8255,0.0161
128,2,2,2,skipsum,0.3,198,True,0.5387,0.0165,671.0,0.4027,0.008,0.7815,0.0073,0.8212,0.008,0.701,0.0103,0.857,0.0058,0.7563,0.0091,0.8351,0.0095
128,2,2,2,skipsum,0.3,297,True,0.5363,0.0169,671.0,0.3873,0.0196,0.7833,0.0079,0.8267,0.012,0.7001,0.0071,0.8617,0.0103,0.7581,0.0086,0.8379,0.0085
128,2,2,2,skipsum,0.6,73,True,0.6467,0.0343,671.0,0.3661,0.013,0.7017,0.0347,0.6926,0.0604,0.7195,0.0553,0.6853,0.118,0.7011,0.0101,0.7543,0.0351
128,2,2,2,skipsum,0.6,188,True,0.6489,0.0211,671.0,0.387,0.0092,0.7002,0.0178,0.6748,0.0282,0.7413,0.0151,0.6617,0.0482,0.7059,0.0087,0.7568,0.0208
128,2,2,2,skipsum,0.6,188,True,0.6489,0.0211,671.0,0.3902,0.0037,0.7002,0.0178,0.6748,0.0282,0.7413,0.0151,0.6617,0.0482,0.7059,0.0087,0.7568,0.0208
128,2,2,2,stack,0.0,18,True,0.6247,0.0574,671.0,0.3846,0.0167,0.789,0.0142,0.8225,0.0415,0.7239,0.025,0.8499,0.0483,0.7687,0.0076,0.8131,0.0391
128,2,2,2,stack,0.0,193,True,0.5113,0.0047,671.0,0.3929,0.0164,0.7993,0.0012,0.8407,0.0054,0.7224,0.0065,0.8715,0.0063,0.777,0.0019,0.8561,0.0011
128,2,2,2,stack,0.0,260,True,0.5019,0.0011,671.0,0.3942,0.016,0.7997,0.0007,0.8426,0.0031,0.721,0.0056,0.8736,0.0042,0.777,0.002,0.8595,0.0007
128,2,2,2,stack,0.3,77,True,0.5673,0.025,671.0,0.3682,0.0142,0.7732,0.0129,0.8167,0.0353,0.6883,0.0149,0.8529,0.0389,0.7462,0.0066,0.8115,0.0164
128,2,2,2,stack,0.3,174,True,0.5565,0.026,671.0,0.3889,0.0106,0.7736,0.014,0.812,0.0329,0.695,0.0103,0.8472,0.0354,0.7484,0.0092,0.8207,0.0137
128,2,2,2,stack,0.3,174,True,0.5565,0.026,671.0,0.3966,0.0113,0.7736,0.014,0.812,0.0329,0.695,0.0103,0.8472,0.0354,0.7484,0.0092,0.8207,0.0137
128,2,2,2,stack,0.6,77,True,0.6998,0.0287,671.0,0.3757,0.0166,0.6517,0.0337,0.6676,0.053,0.5758,0.0559,0.7227,0.0858,0.6147,0.0329,0.6864,0.038
128,2,2,2,stack,0.6,165,True,0.697,0.0304,671.0,0.3901,0.0162,0.6562,0.0364,0.6609,0.0447,0.6038,0.0593,0.7054,0.0651,0.6289,0.0406,0.6944,0.04
128,2,2,2,stack,0.6,165,True,0.697,0.0304,671.0,0.3956,0.0065,0.6562,0.0364,0.6609,0.0447,0.6038,0.0593,0.7054,0.0651,0.6289,0.0406,0.6944,0.04
128,2,3,1,skipconcat,0.0,92,True,0.5219,0.0045,1371.0,0.4653,0.0045,0.801,0.0003,0.8534,0.0021,0.7017,0.0024,0.8909,0.002,0.7702,0.0006,0.8614,0.0015
128,2,3,1,skipconcat,0.0,198,True,0.4993,0.003,1371.0,0.5145,0.0199,0.8017,0.0011,0.8448,0.0077,0.7124,0.0062,0.882,0.0079,0.7729,0.0004,0.8676,0.0018
128,2,3,1,skipconcat,0.0,296,True,0.4929,0.0029,1371.0,0.7208,0.1958,0.8008,0.0014,0.836,0.0089,0.721,0.0083,0.8725,0.0098,0.7742,0.0013,0.8691,0.0014
128,2,3,1,skipconcat,0.3,98,True,0.5502,0.0234,1371.0,0.4609,0.0148,0.7761,0.0149,0.8175,0.0291,0.6812,0.0019,0.8618,0.027,0.7429,0.013,0.8319,0.0128
128,2,3,1,skipconcat,0.3,189,True,0.5276,0.0074,1371.0,0.4762,0.0026,0.7874,0.0042,0.8501,0.0103,0.67,0.0141,0.8933,0.0105,0.7492,0.0068,0.8443,0.0032
128,2,3,1,skipconcat,0.3,235,True,0.5248,0.0055,1371.0,0.4845,0.0137,0.7893,0.0016,0.8474,0.0059,0.6762,0.0086,0.8907,0.0061,0.7521,0.0036,0.8453,0.0025
128,2,3,1,skipconcat,0.6,98,True,0.6544,0.0276,1371.0,0.4455,0.019,0.6927,0.025,0.6695,0.0386,0.7073,0.0279,0.6794,0.0713,0.6863,0.0102,0.7507,0.0264
128,2,3,1,skipconcat,0.6,171,True,0.6474,0.0286,1371.0,0.4664,0.0165,0.6945,0.0226,0.6626,0.0257,0.7245,0.0119,0.6675,0.0336,0.692,0.0191,0.7583,0.0271
128,2,3,1,skipconcat,0.6,171,True,0.6474,0.0286,1371.0,0.476,0.0068,0.6945,0.0226,0.6626,0.0257,0.7245,0.0119,0.6675,0.0336,0.692,0.0191,0.7583,0.0271
128,2,3,1,skipsum,0.0,86,True,0.5091,0.0038,771.0,0.4048,0.0176,0.8016,0.0012,0.8474,0.0051,0.7098,0.0098,0.8844,0.0064,0.7724,0.0037,0.8661,0.001
128,2,3,1,skipsum,0.0,198,True,0.4938,0.0021,771.0,0.4817,0.0427,0.8012,0.0008,0.8426,0.0099,0.7143,0.0111,0.8795,0.0111,0.773,0.0023,0.8685,0.0011
128,2,3,1,skipsum,0.0,289,True,0.489,0.0028,771.0,0.4865,0.0063,0.8026,0.0001,0.8513,0.0019,0.7072,0.0027,0.8886,0.0022,0.7726,0.0008,0.8701,0.0005
128,2,3,1,skipsum,0.3,98,True,0.5424,0.0194,771.0,0.4326,0.0168,0.7801,0.0084,0.8192,0.0267,0.6902,0.0135,0.8612,0.0276,0.7487,0.0042,0.8367,0.0105
128,2,3,1,skipsum,0.3,197,True,0.526,0.0105,771.0,0.4496,0.0276,0.7853,0.0062,0.8341,0.0092,0.6827,0.0096,0.8777,0.0079,0.7508,0.0075,0.8462,0.0062
128,2,3,1,skipsum,0.3,291,True,0.5174,0.0073,771.0,0.6717,0.2825,0.7911,0.0029,0.8394,0.0117,0.692,0.0063,0.8804,0.0113,0.7585,0.0011,0.8511,0.0035
128,2,3,1,skipsum,0.6,76,True,0.6454,0.0296,771.0,0.4408,0.0082,0.7042,0.0269,0.6929,0.0515,0.6911,0.0298,0.7161,0.0766,0.6896,0.0121,0.7582,0.0253
128,2,3,1,skipsum,0.6,169,True,0.6315,0.0286,771.0,0.4347,0.0211,0.717,0.0211,0.7,0.0428,0.7162,0.0268,0.7177,0.063,0.7063,0.0092,0.7726,0.0221
128,2,3,1,skipsum,0.6,169,True,0.6315,0.0286,771.0,0.428,0.0232,0.717,0.0211,0.7,0.0428,0.7162,0.0268,0.7177,0.063,0.7063,0.0092,0.7726,0.0221
128,2,3,1,stack,0.0,93,True,0.5163,0.007,771.0,0.4257,0.0238,0.8015,0.001,0.8587,0.0096,0.6963,0.0085,0.8964,0.0094,0.769,0.0014,0.8636,0.0017
128,2,3,1,stack,0.0,158,True,0.5013,0.0018,771.0,0.4111,0.0206,0.8028,0.0008,0.8486,0.0031,0.7102,0.0055,0.886,0.0035,0.7732,0.002,0.8673,0.0013
128,2,3,1,stack,0.0,279,True,0.493,0.0023,771.0,0.4741,0.0279,0.803,0.0005,0.8459,0.0013,0.7147,0.0022,0.8826,0.0017,0.7748,0.0009,0.8685,0.0007
128,2,3,1,stack,0.3,81,True,0.5848,0.0363,771.0,0.4406,0.0028,0.7565,0.0277,0.7803,0.0579,0.6863,0.0156,0.8198,0.0665,0.7286,0.0175,0.8051,0.0228
128,2,3,1,stack,0.3,182,True,0.5719,0.0373,771.0,0.4605,0.0138,0.763,0.0256,0.7975,0.0607,0.6801,0.0218,0.8379,0.0678,0.732,0.0149,0.815,0.023
128,2,3,1,stack,0.3,295,True,0.5636,0.0359,771.0,0.4841,0.0336,0.7673,0.0226,0.8115,0.0571,0.6714,0.0223,0.8537,0.0598,0.7329,0.0143,0.8209,0.0219
128,2,3,1,stack,0.6,98,True,0.7307,0.0269,771.0,0.4161,0.0146,0.5934,0.0601,0.5704,0.0624,0.7031,0.0857,0.4943,0.1818,0.6217,0.0206,0.6327,0.068
128,2,3,1,stack,0.6,178,True,0.7038,0.0338,771.0,0.443,0.0105,0.6411,0.0341,0.6079,0.0325,0.6866,0.0775,0.6001,0.0589,0.643,0.0445,0.6865,0.0515
128,2,3,1,stack,0.6,247,True,0.6974,0.0258,771.0,0.4751,0.0096,0.652,0.0231,0.6216,0.0239,0.6814,0.0388,0.6256,0.037,0.6497,0.0253,0.6998,0.0337
128,2,3,2,skipconcat,0.0,99,True,0.5188,0.0021,1481.0,0.5113,0.0108,0.802,0.0004,0.8514,0.0071,0.7051,0.0075,0.8891,0.0075,0.7713,0.0016,0.8613,0.0038
128,2,3,2,skipconcat,0.0,190,True,0.4989,0.0011,1481.0,0.5387,0.0232,0.8015,0.0009,0.8468,0.008,0.7099,0.0092,0.8841,0.0084,0.7723,0.0024,0.8663,0.0007
128,2,3,2,skipconcat,0.0,267,True,0.4923,0.0013,1481.0,0.56,0.0322,0.8017,0.0007,0.8438,0.0034,0.7141,0.0035,0.8808,0.0037,0.7735,0.001,0.8688,0.0004
