graphsage-batch_size,l_pre,l_mp,l_post,stage,drop,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,specificity,specificity_std,f1,f1_std,auc,auc_std
128,2,3,2,skipconcat,0.3,85,True,0.5472,0.0226,1481.0,0.4662,0.008,0.7772,0.0146,0.8143,0.0311,0.6881,0.0053,0.8574,0.0306,0.7456,0.0116,0.8354,0.0129
128,2,3,2,skipconcat,0.3,188,True,0.5311,0.0174,1481.0,0.5136,0.0107,0.782,0.0114,0.8255,0.0262,0.6853,0.0062,0.8689,0.0249,0.7486,0.009,0.8429,0.0091
128,2,3,2,skipconcat,0.3,295,True,0.5279,0.0156,1481.0,0.5262,0.0024,0.7843,0.0094,0.8286,0.0231,0.6881,0.0086,0.8709,0.0225,0.7516,0.007,0.8449,0.0081
128,2,3,2,skipconcat,0.6,95,True,0.6498,0.0168,1481.0,0.4715,0.0226,0.7065,0.014,0.7052,0.0235,0.6559,0.0215,0.7521,0.0293,0.6792,0.0138,0.7543,0.0111
128,2,3,2,skipconcat,0.6,95,True,0.6498,0.0168,1481.0,0.4737,0.0089,0.7065,0.014,0.7052,0.0235,0.6559,0.0215,0.7521,0.0293,0.6792,0.0138,0.7543,0.0111
128,2,3,2,skipconcat,0.6,95,True,0.6498,0.0168,1481.0,0.4767,0.0085,0.7065,0.014,0.7052,0.0235,0.6559,0.0215,0.7521,0.0293,0.6792,0.0138,0.7543,0.0111
128,2,3,2,skipsum,0.0,81,True,0.5191,0.0012,881.0,0.4288,0.0296,0.8021,0.0005,0.8534,0.0017,0.7026,0.0029,0.8915,0.0021,0.7707,0.0012,0.8644,0.0018
128,2,3,2,skipsum,0.0,163,True,0.5006,0.0023,881.0,0.4662,0.0149,0.8024,0.0009,0.8505,0.0023,0.7074,0.0035,0.888,0.0025,0.7724,0.0014,0.8677,0.0013
128,2,3,2,skipsum,0.0,261,True,0.4937,0.0015,881.0,0.4958,0.0385,0.801,0.0015,0.8341,0.0104,0.7245,0.0111,0.8699,0.0118,0.7753,0.0023,0.8689,0.0001
128,2,3,2,skipsum,0.3,96,True,0.546,0.0315,881.0,0.4244,0.0192,0.7747,0.0203,0.8161,0.0359,0.6788,0.0073,0.861,0.033,0.7409,0.0186,0.8369,0.0192
128,2,3,2,skipsum,0.3,189,True,0.5267,0.0222,881.0,0.471,0.0064,0.784,0.0117,0.8261,0.0247,0.691,0.0012,0.868,0.0229,0.7523,0.0101,0.8477,0.0113
128,2,3,2,skipsum,0.3,206,True,0.5243,0.0219,881.0,0.4768,0.003,0.7854,0.0114,0.8264,0.0212,0.6942,0.003,0.8678,0.0192,0.7544,0.0106,0.8481,0.0114
128,2,3,2,skipsum,0.6,74,True,0.6509,0.0363,881.0,0.4393,0.0176,0.6999,0.0356,0.6893,0.0554,0.6848,0.0239,0.7135,0.0881,0.6848,0.018,0.7541,0.0383
128,2,3,2,skipsum,0.6,161,True,0.6379,0.043,881.0,0.4478,0.0166,0.7083,0.0383,0.6979,0.0591,0.698,0.0274,0.7176,0.0935,0.6954,0.0212,0.7637,0.043
128,2,3,2,skipsum,0.6,264,True,0.6367,0.0364,881.0,0.4433,0.0206,0.7103,0.0325,0.6975,0.0579,0.7096,0.0391,0.7109,0.0968,0.7001,0.0118,0.7667,0.0347
128,2,3,2,stack,0.0,81,True,0.5162,0.002,881.0,0.4432,0.0046,0.8024,0.0005,0.8506,0.007,0.7066,0.0067,0.8883,0.0071,0.7719,0.0012,0.8652,0.0008
128,2,3,2,stack,0.0,161,True,0.5001,0.0019,881.0,0.4554,0.0164,0.8015,0.001,0.8487,0.003,0.7073,0.0021,0.8864,0.0029,0.7715,0.0011,0.8679,0.0007
128,2,3,2,stack,0.0,289,True,0.4941,0.0048,881.0,0.4801,0.0085,0.8023,0.0016,0.847,0.0019,0.712,0.0047,0.8839,0.0022,0.7736,0.0022,0.8689,0.0014
128,2,3,2,stack,0.3,97,True,0.5571,0.0161,881.0,0.4692,0.0099,0.7781,0.01,0.8301,0.0297,0.6711,0.0113,0.8748,0.0285,0.7417,0.0066,0.8265,0.0102
128,2,3,2,stack,0.3,189,True,0.5421,0.0145,881.0,0.4593,0.0363,0.7838,0.0081,0.8386,0.0285,0.6759,0.0141,0.8812,0.0278,0.7479,0.004,0.836,0.0069
128,2,3,2,stack,0.3,189,True,0.5421,0.0145,881.0,0.4692,0.0298,0.7838,0.0081,0.8386,0.0285,0.6759,0.0141,0.8812,0.0278,0.7479,0.004,0.836,0.0069
128,2,3,2,stack,0.6,91,True,0.7424,0.0182,881.0,0.4437,0.0228,0.5769,0.0584,0.5487,0.0473,0.7728,0.1148,0.4001,0.215,0.6334,0.0026,0.6096,0.0609
128,2,3,2,stack,0.6,192,True,0.7328,0.0254,881.0,0.4659,0.0141,0.5914,0.0693,0.5654,0.0605,0.7734,0.1241,0.428,0.2422,0.6423,0.0054,0.6261,0.0704
128,2,3,2,stack,0.6,268,True,0.7335,0.0237,881.0,0.4806,0.0219,0.5886,0.066,0.5615,0.0557,0.7729,0.1171,0.4228,0.23,0.6408,0.0047,0.6282,0.0658
256,1,1,1,skipconcat,0.0,71,True,0.5627,0.018,241.0,0.2124,0.0064,0.787,0.0127,0.8807,0.0042,0.6851,0.0289,0.8984,0.0072,0.7703,0.0181,0.8399,0.0023
256,1,1,1,skipconcat,0.0,156,True,0.5343,0.0092,241.0,0.2094,0.0044,0.7955,0.0005,0.8801,0.0096,0.7056,0.0082,0.8943,0.01,0.7831,0.0013,0.8422,0.0033
256,1,1,1,skipconcat,0.0,291,True,0.5253,0.0058,241.0,0.2254,0.0076,0.7921,0.0032,0.8693,0.0171,0.7091,0.0116,0.8829,0.0189,0.7808,0.001,0.8426,0.0029
256,1,1,1,skipconcat,0.3,96,True,0.5763,0.0231,241.0,0.2172,0.0074,0.774,0.0089,0.8365,0.0259,0.7085,0.0169,0.8463,0.031,0.7667,0.0069,0.8052,0.0084
256,1,1,1,skipconcat,0.3,184,True,0.5645,0.0223,241.0,0.214,0.0071,0.7704,0.0084,0.8307,0.0373,0.708,0.0332,0.8384,0.0518,0.7629,0.0055,0.8105,0.0106
256,1,1,1,skipconcat,0.3,291,True,0.5544,0.0168,241.0,0.2214,0.0049,0.7744,0.0053,0.8408,0.0255,0.702,0.0227,0.8531,0.0344,0.7644,0.0032,0.8173,0.0101
256,1,1,1,skipconcat,0.6,76,True,0.6567,0.0163,241.0,0.2169,0.0037,0.6944,0.0174,0.6816,0.0306,0.7848,0.0474,0.596,0.0818,0.7276,0.0094,0.7544,0.0162
256,1,1,1,skipconcat,0.6,190,True,0.6444,0.0148,241.0,0.2205,0.0062,0.7013,0.0271,0.6908,0.0422,0.7891,0.0427,0.6052,0.103,0.7342,0.0071,0.7569,0.0131
256,1,1,1,skipconcat,0.6,190,True,0.6444,0.0148,241.0,0.2214,0.0035,0.7013,0.0271,0.6908,0.0422,0.7891,0.0427,0.6052,0.103,0.7342,0.0071,0.7569,0.0131
256,1,1,1,skipsum,0.0,98,True,0.5383,0.0075,241.0,0.2189,0.0014,0.7859,0.0036,0.8284,0.0163,0.7429,0.0134,0.8326,0.0216,0.783,0.0011,0.8399,0.0021
256,1,1,1,skipsum,0.0,185,True,0.5258,0.0127,241.0,0.2155,0.002,0.7884,0.0016,0.8342,0.0139,0.7416,0.0167,0.8392,0.0205,0.7849,0.0031,0.8419,0.0038
256,1,1,1,skipsum,0.0,272,True,0.5203,0.0105,241.0,0.2212,0.0027,0.7885,0.0003,0.8438,0.0037,0.7294,0.0058,0.8528,0.0056,0.7824,0.0018,0.843,0.0012
256,1,1,1,skipsum,0.3,95,True,0.5582,0.0119,241.0,0.22,0.0049,0.7822,0.0045,0.8384,0.0193,0.7218,0.0134,0.8479,0.024,0.7754,0.0016,0.8202,0.0015
256,1,1,1,skipsum,0.3,188,True,0.5416,0.0081,241.0,0.2182,0.0003,0.781,0.0041,0.8503,0.0106,0.7036,0.0041,0.8651,0.0122,0.77,0.0025,0.822,0.0021
256,1,1,1,skipsum,0.3,264,True,0.5371,0.005,241.0,0.2271,0.0022,0.7853,0.0032,0.8637,0.0051,0.6984,0.0032,0.88,0.004,0.7723,0.004,0.8245,0.0035
256,1,1,1,skipsum,0.6,91,True,0.6115,0.0174,241.0,0.2211,0.0061,0.7369,0.0123,0.7668,0.045,0.7218,0.0393,0.7538,0.0681,0.7412,0.0038,0.7866,0.0108
256,1,1,1,skipsum,0.6,187,True,0.5869,0.0067,241.0,0.2178,0.0022,0.7565,0.0057,0.8114,0.0277,0.6976,0.0286,0.8209,0.037,0.7492,0.0075,0.7967,0.0037
256,1,1,1,skipsum,0.6,187,True,0.5869,0.0067,241.0,0.2242,0.0058,0.7565,0.0057,0.8114,0.0277,0.6976,0.0286,0.8209,0.037,0.7492,0.0075,0.7967,0.0037
256,1,1,1,stack,0.0,71,True,0.5627,0.018,241.0,0.2165,0.0027,0.787,0.0127,0.8807,0.0042,0.6851,0.0289,0.8984,0.0072,0.7703,0.0181,0.8399,0.0023
256,1,1,1,stack,0.0,156,True,0.5343,0.0092,241.0,0.2143,0.0066,0.7955,0.0005,0.8801,0.0096,0.7056,0.0082,0.8943,0.01,0.7831,0.0013,0.8422,0.0033
256,1,1,1,stack,0.0,291,True,0.5253,0.0058,241.0,0.2217,0.0054,0.7921,0.0032,0.8693,0.0171,0.7091,0.0116,0.8829,0.0189,0.7808,0.001,0.8426,0.0029
256,1,1,1,stack,0.3,96,True,0.5763,0.0231,241.0,0.2103,0.0018,0.774,0.0089,0.8365,0.0259,0.7085,0.0169,0.8463,0.031,0.7667,0.0069,0.8052,0.0084
256,1,1,1,stack,0.3,184,True,0.5645,0.0223,241.0,0.2148,0.0012,0.7704,0.0084,0.8307,0.0373,0.708,0.0332,0.8384,0.0518,0.7629,0.0055,0.8105,0.0106
256,1,1,1,stack,0.3,291,True,0.5544,0.0168,241.0,0.2237,0.0064,0.7744,0.0053,0.8408,0.0255,0.702,0.0227,0.8531,0.0344,0.7644,0.0032,0.8173,0.0101
256,1,1,1,stack,0.6,76,True,0.6567,0.0163,241.0,0.2208,0.0082,0.6944,0.0174,0.6816,0.0306,0.7848,0.0474,0.596,0.0818,0.7276,0.0094,0.7544,0.0162
256,1,1,1,stack,0.6,190,True,0.6444,0.0148,241.0,0.2182,0.0042,0.7013,0.0271,0.6908,0.0422,0.7891,0.0427,0.6052,0.103,0.7342,0.0071,0.7569,0.0131
256,1,1,1,stack,0.6,190,True,0.6444,0.0148,241.0,0.2177,0.005,0.7013,0.0271,0.6908,0.0422,0.7891,0.0427,0.6052,0.103,0.7342,0.0071,0.7569,0.0131
256,1,1,2,skipconcat,0.0,95,True,0.5515,0.0166,351.0,0.2196,0.0038,0.7872,0.0119,0.8773,0.0067,0.6891,0.021,0.8945,0.0055,0.7717,0.0152,0.8391,0.0054
256,1,1,2,skipconcat,0.0,197,True,0.5303,0.0126,351.0,0.2246,0.0084,0.7945,0.0017,0.8771,0.0096,0.7063,0.0063,0.8913,0.0105,0.7825,0.0007,0.8415,0.0016
256,1,1,2,skipconcat,0.0,287,True,0.5216,0.0075,351.0,0.2318,0.0036,0.7951,0.0021,0.8739,0.011,0.7092,0.0059,0.8886,0.0113,0.7828,0.0009,0.8423,0.0008
256,1,1,2,skipconcat,0.3,91,True,0.5651,0.0124,351.0,0.2235,0.0063,0.7831,0.0047,0.8572,0.0236,0.7007,0.0167,0.8724,0.028,0.7706,0.0002,0.8073,0.0096
256,1,1,2,skipconcat,0.3,149,True,0.5566,0.0169,351.0,0.2225,0.0051,0.7797,0.0065,0.8537,0.025,0.6986,0.0222,0.8681,0.0302,0.7677,0.0068,0.8141,0.0107
256,1,1,2,skipconcat,0.3,149,True,0.5566,0.0169,351.0,0.224,0.0047,0.7797,0.0065,0.8537,0.025,0.6986,0.0222,0.8681,0.0302,0.7677,0.0068,0.8141,0.0107
256,1,1,2,skipconcat,0.6,93,True,0.6543,0.034,351.0,0.2209,0.0053,0.6967,0.0241,0.6981,0.0468,0.7537,0.0548,0.6351,0.1086,0.7213,0.0042,0.7405,0.0356
256,1,1,2,skipconcat,0.6,184,True,0.6349,0.0177,351.0,0.229,0.0058,0.7027,0.0082,0.6959,0.0225,0.7678,0.0307,0.6319,0.0505,0.7291,0.0022,0.7621,0.0148
256,1,1,2,skipconcat,0.6,292,True,0.6243,0.0131,351.0,0.2306,0.0026,0.7166,0.0091,0.7107,0.0185,0.7725,0.0243,0.6555,0.0426,0.7397,0.004,0.7707,0.0097
256,1,1,2,skipsum,0.0,97,True,0.546,0.0041,351.0,0.2202,0.0053,0.7948,0.0003,0.8782,0.0067,0.7042,0.0071,0.8935,0.0076,0.7816,0.0018,0.84,0.0002
256,1,1,2,skipsum,0.0,192,True,0.5251,0.0043,351.0,0.2205,0.0077,0.7942,0.0013,0.8704,0.0118,0.7115,0.0104,0.8843,0.0137,0.7829,0.0018,0.8441,0.0011
256,1,1,2,skipsum,0.0,243,True,0.5237,0.0038,351.0,0.2315,0.0064,0.793,0.003,0.8668,0.0142,0.7144,0.0093,0.8791,0.0165,0.7831,0.0003,0.8446,0.0001
256,1,1,2,skipsum,0.3,92,True,0.5624,0.0127,351.0,0.2298,0.0055,0.7816,0.007,0.8583,0.0168,0.6976,0.0065,0.8735,0.0181,0.7696,0.0055,0.8166,0.0027
256,1,1,2,skipsum,0.3,189,True,0.5496,0.0205,351.0,0.2248,0.0062,0.7804,0.0061,0.843,0.0194,0.7131,0.0088,0.854,0.0225,0.7724,0.0033,0.8218,0.0114
256,1,1,2,skipsum,0.3,291,True,0.5419,0.0197,351.0,0.2376,0.0066,0.7811,0.007,0.8457,0.0231,0.7109,0.0121,0.8577,0.0276,0.7721,0.0034,0.8266,0.0089
256,1,1,2,skipsum,0.6,70,True,0.6134,0.0182,351.0,0.2252,0.0041,0.7524,0.0112,0.7726,0.0247,0.7472,0.0165,0.7579,0.0412,0.7591,0.004,0.7821,0.0195
256,1,1,2,skipsum,0.6,70,True,0.6134,0.0182,351.0,0.2213,0.0012,0.7524,0.0112,0.7726,0.0247,0.7472,0.0165,0.7579,0.0412,0.7591,0.004,0.7821,0.0195
256,1,1,2,skipsum,0.6,70,True,0.6134,0.0182,351.0,0.226,0.004,0.7524,0.0112,0.7726,0.0247,0.7472,0.0165,0.7579,0.0412,0.7591,0.004,0.7821,0.0195
256,1,1,2,stack,0.0,95,True,0.5515,0.0166,351.0,0.2163,0.0021,0.7872,0.0119,0.8773,0.0067,0.6891,0.021,0.8945,0.0055,0.7717,0.0152,0.8391,0.0054
256,1,1,2,stack,0.0,197,True,0.5303,0.0126,351.0,0.2337,0.0037,0.7945,0.0017,0.8771,0.0096,0.7063,0.0063,0.8913,0.0105,0.7825,0.0007,0.8415,0.0016
256,1,1,2,stack,0.0,287,True,0.5216,0.0075,351.0,0.2301,0.0046,0.7951,0.0021,0.8739,0.011,0.7092,0.0059,0.8886,0.0113,0.7828,0.0009,0.8423,0.0008
256,1,1,2,stack,0.3,91,True,0.5651,0.0124,351.0,0.2211,0.0003,0.7831,0.0047,0.8572,0.0236,0.7007,0.0167,0.8724,0.028,0.7706,0.0002,0.8073,0.0096
256,1,1,2,stack,0.3,149,True,0.5566,0.0169,351.0,0.2169,0.0032,0.7797,0.0065,0.8537,0.025,0.6986,0.0222,0.8681,0.0302,0.7677,0.0068,0.8141,0.0107
256,1,1,2,stack,0.3,149,True,0.5566,0.0169,351.0,0.2173,0.0048,0.7797,0.0065,0.8537,0.025,0.6986,0.0222,0.8681,0.0302,0.7677,0.0068,0.8141,0.0107
256,1,1,2,stack,0.6,93,True,0.6543,0.034,351.0,0.2251,0.0087,0.6967,0.0241,0.6981,0.0468,0.7537,0.0548,0.6351,0.1086,0.7213,0.0042,0.7405,0.0356
256,1,1,2,stack,0.6,184,True,0.6349,0.0177,351.0,0.2331,0.0083,0.7027,0.0082,0.6959,0.0225,0.7678,0.0307,0.6319,0.0505,0.7291,0.0022,0.7621,0.0148
256,1,1,2,stack,0.6,292,True,0.6243,0.0131,351.0,0.2327,0.0062,0.7166,0.0091,0.7107,0.0185,0.7725,0.0243,0.6555,0.0426,0.7397,0.004,0.7707,0.0097
256,1,2,1,skipconcat,0.0,95,True,0.54,0.0048,651.0,0.2707,0.0028,0.803,0.0012,0.8524,0.0073,0.7033,0.008,0.8916,0.0074,0.7706,0.0024,0.859,0.0026
256,1,2,1,skipconcat,0.0,192,True,0.5127,0.0054,651.0,0.275,0.0057,0.8008,0.0019,0.8293,0.0117,0.7266,0.0124,0.8668,0.0131,0.7744,0.0025,0.8641,0.0029
256,1,2,1,skipconcat,0.0,255,True,0.5052,0.0053,651.0,0.2912,0.0058,0.8033,0.0012,0.837,0.0071,0.7222,0.0072,0.8752,0.0076,0.7753,0.0017,0.8659,0.0021
256,1,2,1,skipconcat,0.3,99,True,0.559,0.0119,651.0,0.278,0.0067,0.788,0.0074,0.831,0.0118,0.6897,0.006,0.8753,0.0095,0.7538,0.008,0.829,0.0084
256,1,2,1,skipconcat,0.3,194,True,0.5333,0.0077,651.0,0.283,0.0089,0.7915,0.0032,0.8399,0.0116,0.6879,0.0136,0.8833,0.0123,0.7562,0.005,0.8422,0.0045
256,1,2,1,skipconcat,0.3,294,True,0.5261,0.007,651.0,0.3002,0.0193,0.7911,0.0037,0.8386,0.0144,0.6898,0.0233,0.8813,0.0166,0.7565,0.0088,0.8467,0.0051
256,1,2,1,skipconcat,0.6,99,True,0.6285,0.0258,651.0,0.2816,0.005,0.7347,0.03,0.7343,0.0564,0.697,0.031,0.7683,0.0781,0.7127,0.0177,0.776,0.0219
256,1,2,1,skipconcat,0.6,175,True,0.6075,0.0121,651.0,0.2769,0.0072,0.7413,0.0148,0.7415,0.0315,0.6955,0.0186,0.7821,0.0413,0.717,0.0092,0.7936,0.0084
256,1,2,1,skipconcat,0.6,175,True,0.6075,0.0121,651.0,0.2694,0.0023,0.7413,0.0148,0.7415,0.0315,0.6955,0.0186,0.7821,0.0413,0.717,0.0092,0.7936,0.0084
256,1,2,1,skipsum,0.0,99,True,0.5247,0.0041,451.0,0.2576,0.0045,0.8013,0.0029,0.836,0.0113,0.7189,0.0067,0.8745,0.0114,0.7729,0.0011,0.8619,0.0022
256,1,2,1,skipsum,0.0,164,True,0.504,0.0035,451.0,0.2648,0.008,0.8005,0.0014,0.8293,0.0075,0.7257,0.0058,0.8671,0.0077,0.774,0.0008,0.8663,0.0023
256,1,2,1,skipsum,0.0,225,True,0.4968,0.0025,451.0,0.2654,0.0093,0.8016,0.001,0.831,0.0071,0.7263,0.0072,0.8685,0.0078,0.775,0.0012,0.8685,0.0004
256,1,2,1,skipsum,0.3,99,True,0.544,0.0128,451.0,0.273,0.0035,0.7904,0.0089,0.8366,0.0261,0.6903,0.0089,0.8793,0.0245,0.756,0.0056,0.8394,0.0078
256,1,2,1,skipsum,0.3,161,True,0.5251,0.0084,451.0,0.2617,0.0073,0.7908,0.0059,0.8242,0.0146,0.7057,0.006,0.8663,0.0143,0.7602,0.0045,0.848,0.0049
256,1,2,1,skipsum,0.3,251,True,0.5196,0.0078,451.0,0.2728,0.0077,0.7915,0.0038,0.8284,0.0111,0.702,0.0052,0.8708,0.0114,0.7599,0.002,0.8497,0.0034
256,1,2,1,skipsum,0.6,99,True,0.6,0.0258,451.0,0.2723,0.0029,0.7509,0.0211,0.7573,0.0391,0.6962,0.0052,0.7995,0.0441,0.7248,0.0156,0.7957,0.0179
256,1,2,1,skipsum,0.6,152,True,0.5788,0.0173,451.0,0.2803,0.0125,0.7565,0.0148,0.7692,0.0259,0.6903,0.0047,0.8153,0.0257,0.7274,0.0131,0.8117,0.0114
256,1,2,1,skipsum,0.6,152,True,0.5788,0.0173,451.0,0.2851,0.0118,0.7565,0.0148,0.7692,0.0259,0.6903,0.0047,0.8153,0.0257,0.7274,0.0131,0.8117,0.0114
256,1,2,1,stack,0.0,99,True,0.5356,0.0099,451.0,0.2655,0.01,0.8017,0.0009,0.8466,0.0142,0.7071,0.0172,0.8858,0.0147,0.7703,0.0046,0.8591,0.0057
256,1,2,1,stack,0.0,193,True,0.5085,0.0069,451.0,0.2731,0.0079,0.8039,0.0012,0.8459,0.0035,0.7126,0.0055,0.8849,0.0039,0.7735,0.0023,0.8649,0.0038
256,1,2,1,stack,0.0,267,True,0.5002,0.0066,451.0,0.2829,0.008,0.8033,0.0015,0.8363,0.007,0.7233,0.0073,0.8743,0.0075,0.7757,0.002,0.8671,0.0046
256,1,2,1,stack,0.3,98,True,0.5661,0.0093,451.0,0.2737,0.0073,0.7822,0.0078,0.8161,0.0172,0.6936,0.0046,0.8608,0.0168,0.7498,0.0061,0.821,0.0064
256,1,2,1,stack,0.3,179,True,0.5506,0.0125,451.0,0.2781,0.0131,0.7829,0.0086,0.8242,0.0218,0.685,0.0065,0.8697,0.021,0.7479,0.0061,0.8308,0.005
256,1,2,1,stack,0.3,295,True,0.54,0.0145,451.0,0.2776,0.002,0.7857,0.0083,0.8356,0.0244,0.6792,0.0084,0.8803,0.0227,0.749,0.0055,0.8372,0.0067
256,1,2,1,stack,0.6,99,True,0.6763,0.0212,451.0,0.2633,0.0026,0.6854,0.0311,0.6663,0.0469,0.678,0.0215,0.6919,0.0776,0.6703,0.0146,0.727,0.0247
256,1,2,1,stack,0.6,179,True,0.6526,0.0216,451.0,0.2752,0.0058,0.7002,0.0272,0.6834,0.0482,0.6926,0.0387,0.707,0.0856,0.6852,0.0071,0.7517,0.0208
256,1,2,1,stack,0.6,297,True,0.6459,0.0161,451.0,0.2819,0.0048,0.6993,0.0157,0.6706,0.0272,0.716,0.0231,0.6844,0.0487,0.6917,0.0058,0.7608,0.0149
256,1,2,2,skipconcat,0.0,93,True,0.5319,0.0026,761.0,0.284,0.0093,0.8026,0.0014,0.8642,0.0129,0.6888,0.0106,0.9036,0.0121,0.7664,0.0015,0.8603,0.001
256,1,2,2,skipconcat,0.0,197,True,0.5046,0.0051,761.0,0.2913,0.0125,0.8032,0.0015,0.8433,0.0079,0.7143,0.0066,0.8821,0.008,0.7734,0.001,0.8664,0.0024
256,1,2,2,skipconcat,0.0,269,True,0.4981,0.0021,761.0,0.3028,0.0117,0.8053,0.0003,0.8544,0.0057,0.706,0.007,0.8933,0.0059,0.7731,0.0019,0.8686,0.0005
256,1,2,2,skipconcat,0.3,97,True,0.5522,0.0354,761.0,0.285,0.0109,0.7804,0.0204,0.8153,0.046,0.6942,0.0105,0.857,0.0471,0.749,0.0145,0.8342,0.0241
256,1,2,2,skipconcat,0.3,199,True,0.5272,0.02,761.0,0.2985,0.009,0.7894,0.0072,0.8261,0.0115,0.6989,0.0051,0.8696,0.0092,0.7572,0.0078,0.8455,0.0105
256,1,2,2,skipconcat,0.3,289,True,0.5204,0.0178,761.0,0.2945,0.0131,0.7925,0.0058,0.8355,0.0078,0.6956,0.0103,0.8785,0.0066,0.7591,0.0075,0.8486,0.0098
256,1,2,2,skipconcat,0.6,95,True,0.6266,0.0417,761.0,0.2861,0.0052,0.7265,0.039,0.7308,0.0578,0.6706,0.0161,0.7763,0.0644,0.6986,0.0331,0.7707,0.0366
256,1,2,2,skipconcat,0.6,195,True,0.5988,0.0114,761.0,0.2817,0.0043,0.7453,0.0114,0.7459,0.0224,0.6962,0.0194,0.7888,0.0292,0.7197,0.0096,0.7955,0.0075
256,1,2,2,skipconcat,0.6,297,True,0.6008,0.0008,761.0,0.3003,0.0074,0.7466,0.003,0.7581,0.0116,0.6778,0.0221,0.8077,0.0182,0.7153,0.0079,0.7977,0.0023
256,1,2,2,skipsum,0.0,90,True,0.5552,0.0273,561.0,0.277,0.0043,0.7887,0.0191,0.8521,0.0239,0.6691,0.073,0.8946,0.0293,0.7461,0.0391,0.8568,0.0058
256,1,2,2,skipsum,0.0,199,True,0.516,0.0109,561.0,0.283,0.0055,0.8005,0.0021,0.8303,0.0079,0.7244,0.0061,0.8683,0.0084,0.7737,0.0014,0.8637,0.0028
256,1,2,2,skipsum,0.0,292,True,0.5046,0.0072,561.0,0.2915,0.0091,0.8023,0.0011,0.8442,0.015,0.7115,0.0159,0.8829,0.0161,0.7719,0.0031,0.8651,0.0024
256,1,2,2,skipsum,0.3,99,True,0.5471,0.014,561.0,0.2708,0.0064,0.7882,0.0076,0.8255,0.016,0.6977,0.0036,0.8686,0.0149,0.7562,0.0066,0.8388,0.0111
256,1,2,2,skipsum,0.3,192,True,0.5257,0.0169,561.0,0.2728,0.0026,0.7903,0.0062,0.8253,0.0141,0.7032,0.0026,0.8676,0.0131,0.7592,0.0053,0.8475,0.0097
256,1,2,2,skipsum,0.3,285,True,0.5188,0.0165,561.0,0.2873,0.014,0.7928,0.0075,0.8318,0.0161,0.7017,0.0086,0.8736,0.0151,0.7611,0.0072,0.8511,0.0095
256,1,2,2,skipsum,0.6,99,True,0.6053,0.0482,561.0,0.2739,0.0074,0.7399,0.043,0.7542,0.0882,0.6977,0.0537,0.7772,0.1289,0.718,0.0168,0.7897,0.0407
256,1,2,2,skipsum,0.6,175,True,0.586,0.0364,561.0,0.2753,0.0022,0.7536,0.0227,0.766,0.0551,0.6967,0.037,0.804,0.0711,0.7269,0.0119,0.8062,0.0266
256,1,2,2,skipsum,0.6,286,True,0.5838,0.0178,561.0,0.2784,0.0095,0.7591,0.0075,0.7654,0.0203,0.7046,0.0176,0.8074,0.0266,0.7333,0.0052,0.8084,0.0136
256,1,2,2,stack,0.0,91,True,0.5369,0.0029,561.0,0.2709,0.0054,0.8029,0.001,0.8481,0.0163,0.708,0.0162,0.887,0.0163,0.7714,0.0031,0.861,0.0017
256,1,2,2,stack,0.0,199,True,0.5066,0.0037,561.0,0.2827,0.0084,0.8029,0.0013,0.8468,0.0091,0.7099,0.0103,0.8856,0.0096,0.7722,0.0028,0.8669,0.0007
256,1,2,2,stack,0.0,285,True,0.4985,0.0039,561.0,0.2878,0.0053,0.8036,0.0006,0.8435,0.0122,0.7155,0.0158,0.8819,0.0133,0.774,0.0044,0.8679,0.0011
256,1,2,2,stack,0.3,92,True,0.5665,0.0262,561.0,0.2655,0.0098,0.7755,0.019,0.8002,0.0436,0.7013,0.0141,0.8414,0.0481,0.7465,0.0121,0.8236,0.0173
256,1,2,2,stack,0.3,192,True,0.54,0.0173,561.0,0.2767,0.0081,0.7827,0.0117,0.8181,0.0247,0.6929,0.007,0.8625,0.0233,0.7501,0.0103,0.8379,0.0093
256,1,2,2,stack,0.3,292,True,0.5291,0.0154,561.0,0.2863,0.0068,0.7877,0.0077,0.8228,0.0125,0.6992,0.0073,0.8662,0.011,0.7559,0.0082,0.8425,0.0081
256,1,2,2,stack,0.6,98,True,0.658,0.0194,561.0,0.2704,0.0095,0.706,0.0181,0.7077,0.0302,0.6434,0.039,0.7615,0.0439,0.6727,0.0209,0.7437,0.0188
256,1,2,2,stack,0.6,190,True,0.6321,0.011,561.0,0.2801,0.0047,0.7233,0.0077,0.729,0.0311,0.6614,0.0502,0.778,0.0531,0.6912,0.0144,0.7684,0.0058
256,1,2,2,stack,0.6,231,True,0.6328,0.014,561.0,0.2785,0.0067,0.7214,0.0113,0.7146,0.0226,0.6829,0.042,0.7557,0.0399,0.6971,0.017,0.7704,0.0119
256,1,3,1,skipconcat,0.0,96,True,0.5464,0.0162,1261.0,0.325,0.0099,0.8047,0.0004,0.8613,0.0064,0.6919,0.0063,0.9029,0.006,0.7673,0.0015,0.8628,0.0029
256,1,3,1,skipconcat,0.0,194,True,0.5078,0.0078,1261.0,0.3438,0.0132,0.8062,0.0007,0.8538,0.0019,0.7038,0.001,0.8952,0.0017,0.7716,0.0005,0.871,0.002
