protein.Accession,protein_probability,protein_probability_soft_label,gene_symbol,mRNA_TPM,hard_label
Q8IUB3,0,0,WFDC10B,0.207980089,0
Q8IUB5,0,0.188787519,WFDC13,0.048424327,0
Q8IUF1,0,0.585381822,ZNG1B,0,
Q8IUH2,0,0.125687656,CREG2,1.470451284,0
Q8IUK8,0,0.254385567,CBLN2,0,0
Q8IUS5,0,0.196086802,EPHX4,0.019850339,0
Q8IV03,0,0.126414189,LURAP1L,1.244583437,0
Q8IVN3,0,0.112806721,MUSTN1,0.632759567,0
Q8IVN8,0,0.135879384,SBSPON,0.027851568,0
Q8IVV8,0,0.045923715,NKAIN4,0.080956546,0
Q8IVY1,0,0.125998471,C1orf210,3.562867496,0
Q8IW92,0,0.412859408,GLB1L2,2.752813347,
Q8IXE1,0,0.02491795,OR4N5,0,0
Q8IXF9,0,0.03183764,AQP12A,0.266190742,0
Q8IXQ4,0,0.526353054,GPALPP1,1.769825217,
Q8IXU6,0,0.176267605,SLC35F2,1.489957329,0
Q8IXX5,0,0.318270506,TMEM183A,4.056357418,
Q8IY50,0,0.082150229,SLC35F3,0.014317527,0
Q8IY85,0,0.556421355,EFCAB13,0.140668236,
Q8IYB9,0,0.284454789,ZNF595,0.207950899,0
Q8IYL3,0,0.235178075,C1orf174,3.236911805,0
Q8IYM0,0,0.572570888,FAM186B,0.367040122,
Q8IYN0,0,0.128035604,ZNF100,0.00747836,0
Q8IYP2,0,0.346508679,PRSS58,0,
Q8IYS2,0,0.958875426,KIAA2013,5.22268928,1
Q8IYS8,0,0.34198588,BOD1L2,0,
Q8IZ02,0,0.450334637,LRRC34,0.895075349,
Q8IZ13,0,0.312747188,FAM200C,0,
Q8IZ16,0,0.021107822,SPACDR,0.915021858,0
Q8IZJ6,0,0.333321756,TDH,0.034418675,
Q8IZN7,0,0,DEFB107A; DEFB107B,0,0
Q8IZY5,0,0.09500384,BLID,0,0
Q8N0U6,0,0,LINC00518,0,0
Q8N0V4,0,0.472582334,LGI2,0.320068966,
Q8N0Y3,0,0.02491795,OR4N4,0,0
Q8N0Y5,0,0,OR8I2,0,0
Q8N0Z2,0,0.139622,ABRA,0,0
Q8N0Z9,0,0.414719861,VSIG10,2.122906575,
Q8N127,0,0.048782024,OR5AS1,0,0
Q8N141,0,0.258537092,ZFP82,0.181346994,0
Q8N146,0,0.106516559,OR8H3,0,0
Q8N148,0,0,OR6V1,0,0
Q8N162,0,0.027623739,OR8H2,0,0
Q8N1E2,0,0.057290996,LYG1,0.571536096,0
Q8N2I2,0,0.241799318,ZNF619,1.556008417,0
Q8N2X6,0,0.239997373,EXOC3-AS1,3.197670385,0
Q8N309,0,0.383085213,LRRC43,0.218920236,
Q8N323,0,0.321734836,NXPE1,0.207012007,
Q8N328,0,0.375874344,PGBD3,0,
Q8N336,0,0.158739576,ELMOD1,0.00443401,0
Q8N349,0,0,OR2L13,0,0
Q8N3F9,0,0.304034586,GPR137C,0.027361498,
Q8N3H0,0,0,TAFA2,0.021565265,0
Q8N3R3,0,0.301024342,TCAIM,1.179847455,
Q8N3S3,0,0.300683263,PHTF2,0.91638724,
Q8N3Z0,0,0.265698019,PRSS35,0,0
Q8N3Z3,0,0.439664943,GTPBP8,1.523954242,
Q8N456,0,0.17988742,LRRC18,0,0
Q8N468,0,0.457371582,MFSD4A,0.631049746,
Q8N4B4,0,0.172295242,FBXO39,0.015975627,0
Q8N4H0,0,0.17498651,SPATA6L,0.441600135,0
Q8N4S0,0,0.1533369,CCDC82,1.863148939,0
Q8N4Z0,0,0.913757966,RAB42,1.553254927,1
Q8N587,0,0.156550208,ZNF561,2.431972941,0
Q8N5H3,0,0.351667949,FAM89B,4.303318855,
Q8N5I9,0,0.339142432,NOPCHAP1,1.436814643,
Q8N5T2,0,0.235698099,TBC1D19,0.101325229,0
Q8N5U1,0,0.300992351,MS4A15,0.03330084,
Q8N687,0,0.091597281,DEFB125,0,0
Q8N688,0,0.10270694,DEFB123,0,0
Q8N699,0,0.178865154,MYCT1,0,0
Q8N6M8,0,0,IQCF1,0.038910603,0
Q8N6M9,0,0.099730437,ZFAND2A,4.296910413,0
Q8N6N3,0,0.406862788,C1orf52,3.627384791,
Q8N6N7,0,0,ACBD7,0.184235103,0
Q8N6V9,0,0.460723664,TEX9,0.316947331,
Q8N6Y2,0,0.102234242,LRRC17,0.051047109,0
Q8N7C7,0,0.182881771,RNF148,1.762663545,0
Q8N7F7,0,0,UBL4B,0.201825626,0
Q8N7G0,0,0.103498994,POU5F2,0.972901363,0
Q8N7R0,0,0,NANOGP1,0.101040091,0
Q8N7R7,0,0.547626302,CCNYL1,1.498999983,
Q8N7S2,0,0.157507919,DNAJC5G,0.153873603,0
Q8N815,0,0.127242752,CNTD1,0.387618864,0
Q8N8F7,0,0.216327581,LSMEM1,2.16817644,0
Q8N8Q9,0,0.161444889,NIPA2,2.976250472,0
Q8N8U3,0,0.158611478,RTL3,0.098191265,0
Q8N961,0,0.392708777,ABTB2,1.187669121,
Q8N967,0,0.207272513,LRTM2,0.342197887,0
Q8N972,0,0.294874811,ZNF709,0.079750642,0
Q8N9F8,0,0.260266692,ZNF454,0.013236879,0
Q8N9N7,0,0.527642118,LRRC57,3.445259719,
Q8N9T8,0,0.959094189,KRI1,4.218806409,1
Q8N9W8,0,0.537268843,GARIN2,0.222424086,
Q8N9Z9,0,0.512673152,LMNTD1,0.001404721,
Q8NA03,0,0.614856821,FSIP1,0.042327182,
Q8NA23,0,0.225627489,WDR31,1.110955414,0
Q8NA92,0,0.135524417,THAP8,1.218947523,0
Q8NB50,0,0.272864748,ZFP62,2.965218621,0
Q8NBL3,0,0.192593497,TMEM178A,0.22628854,0
Q8NCQ5,0,0.474805169,FBXO15,0.022325539,
Q8NCR9,0,0.284553352,CLRN3,2.164128651,0
Q8NDW4,0,0.19578582,ZNF248,0.675369804,0
Q8NDY3,0,0.437486048,ADPRHL1,0.50410314,
Q8NDZ6,0,0.394590475,TMEM161B,1.280704098,
Q8NE22,0,0.309082311,SETD9,1.385591031,
Q8NEC7,0,0.304688521,GSTCD,0.65099012,
Q8NEK5,0,0.439448533,ZNF548,2.435055473,
Q8NEM1,0,0.063248102,ZNF680,1.104150819,0
Q8NFQ5,0,0.11509137,BPIFB6,0,0
Q8NFQ6,0,0.11067673,BPIFC,0,0
Q8NFU4,0,0.132358969,FDCSP,1.057525119,0
Q8NFZ6,0,0.055924784,VN1R2,0,0
Q8NG35,0,0,DEFB105A; DEFB105B,0,0
Q8NG75,0,0.021247423,OR5T1,0,0
Q8NG76,0,0,OR2T33,0,0
Q8NG77,0,0.097961876,OR2T12,0,0
Q8NG78,0,0.161172604,OR8G5,0.293816599,0
Q8NG80,0,0.06086352,OR2L5,0,0
Q8NG81,0,0.060468367,OR2M7,0,0
Q8NG83,0,0.066361055,OR2M3,0,0
Q8NG84,0,0.101655887,OR2AK2,0,0
Q8NG85,0,0.23262567,OR2L3,0,0
Q8NG92,0,0.141987908,OR13H1,0.309853309,0
Q8NG95,0,0,OR7G3,0,0
Q8NG97,0,0.131390535,OR2Z1,0,0
Q8NG99,0,0.083437039,OR7G2,0,0
Q8NGA1,0,0.136942651,OR1M1,0,0
Q8NGA2,0,0.204798397,OR7A2P,0,0
Q8NGA6,0,0.130509998,OR10H5,0.051628642,0
Q8NGA8,0,0,OR4F17,0,0
Q8NGB2,0,0.025036095,OR4C5,0,0
Q8NGB4,0,0.149619776,OR4S1,0,0
Q8NGB6,0,0,OR4M2,0,0
Q8NGB9,0,0.056260863,OR4F6,0,0
Q8NGC0,0,0.093175283,OR5AU1,0.030978817,0
Q8NGC1,0,0.074949437,OR11G2,0,0
Q8NGC2,0,0.037153831,OR4E2,0,0
Q8NGC3,0,0.147304875,OR10G2,0,0
Q8NGC4,0,0.136274897,OR10G3,0.056580288,0
Q8NGC5,0,0.028094885,OR6J1,0.024748683,0
Q8NGC6,0,0,OR4K17,0,0
Q8NGC9,0,0,OR11H4,0,0
Q8NGD1,0,0,OR4N2,0,0
Q8NGD2,0,0,OR4K2,0,0
Q8NGD3,0,0,OR4K5,0,0
Q8NGD4,0,0,OR4K1,0,0
Q8NGD5,0,0.166159606,OR4K14,0,0
Q8NGE0,0,0.087118545,OR10AD1,0,0
Q8NGE1,0,0.073122768,OR6C4,0,0
Q8NGE2,0,0.097631217,OR2AP1,0,0
Q8NGE5,0,0.081627784,OR10A7,0,0
Q8NGE7,0,0,OR9K2,0,0
Q8NGE8,0,0.072770221,OR4D9,0,0
Q8NGE9,0,0.034294219,OR9Q2,0,0
Q8NGF0,0,0.024386163,OR52B6,0,0
Q8NGF1,0,0.044655703,OR52R1,0,0
Q8NGF3,0,0.026033243,OR51D1,0,0
Q8NGF4,0,0.171362531,OR5AP2,0,0
Q8NGF6,0,0.057289891,OR10W1,0,0
Q8NGF7,0,0.14855298,OR5B17,0,0
Q8NGF8,0,0,OR4B1,0,0
Q8NGF9,0,0,OR4X2,0,0
Q8NGG0,0,0.049175519,OR8J3,0,0
Q8NGG1,0,0,OR8J2,0,0
Q8NGG3,0,0.03328407,OR5T3,0,0
Q8NGG4,0,0.043722796,OR8H1,0,0
Q8NGG5,0,0,OR8K1,0,0
Q8NGG6,0,0,OR8B12,0,0
Q8NGG7,0,0.073011525,OR8A1,0.204762214,0
Q8NGG8,0,0.154910387,OR8B3,0,0
Q8NGH3,0,0.083976271,OR2D3,0,0
Q8NGH5,0,0.072837483,OR56A1,0,0
Q8NGH6,0,0.033902608,OR52L2P,0,0
Q8NGH8,0,0.110692189,OR56A4,0,0
Q8NGH9,0,0.047432656,OR52E4,0,0
Q8NGI0,0,0,OR52N2,0,0
Q8NGI1,0,0.150246109,OR56B2P,0,0
Q8NGI3,0,0.110069667,OR56B1,0,0
Q8NGI4,0,0.082487408,OR4D11,0,0
Q8NGI6,0,0.049112183,OR4D10,0,0
Q8NGI7,0,0,OR10V1,0,0
Q8NGI9,0,0.128631927,OR5A2,0,0
Q8NGJ0,0,0,OR5A1,0,0
Q8NGJ1,0,0,OR4D6,0,0
Q8NGJ3,0,0.024782968,OR52E1,0,0
Q8NGJ4,0,0.057149234,OR52E2,0,0
Q8NGJ5,0,0,OR51L1,0,0
Q8NGJ8,0,0,OR51S1,0,0
Q8NGJ9,0,0,OR51T1,0,0
Q8NGK0,0,0,OR51G2,0,0
Q8NGK1,0,0,OR51G1,0,0
Q8NGK3,0,0.026063812,OR52K2,0,0
Q8NGK4,0,0,OR52K1,0.030526118,0
Q8NGK5,0,0.060262195,OR52M1,0,0
Q8NGK6,0,0.053218345,OR52I1,0,0
Q8NGK9,0,0.061832616,OR5D16,0,0
Q8NGL1,0,0.096565709,OR5D18,0,0
Q8NGL3,0,0.114449937,OR5D14,0,0
Q8NGL4,0,0.191491988,OR5D13,0,0
Q8NGL6,0,0.031921325,OR4A15,0,0
Q8NGL7,0,0.023142401,OR4P4,0,0
Q8NGL9,0,0.097109702,OR4C16,0,0
Q8NGM1,0,0,OR4C15,0,0
Q8NGM8,0,0.08152192,OR6M1,0,0
Q8NGN1,0,0.037171699,OR6T1,0,0
Q8NGN2,0,0.128747065,OR10S1,0,0
Q8NGN4,0,0.044924653,OR10G9,0,0
Q8NGN5,0,0.121191342,OR10G8,0,0
Q8NGN6,0,0.121191342,OR10G7,0,0
Q8NGN7,0,0.135787328,OR10D4P,0,0
Q8NGN8,0,0.088578942,OR4A4P,0,0
Q8NGP0,0,0.035233316,OR4C13,0,0
Q8NGP2,0,0.072280651,OR8J1,0,0
Q8NGP6,0,0.11685721,OR5M8,0,0
Q8NGP8,0,0.103284242,OR5M1,0,0
Q8NGP9,0,0,OR5AR1,0,0
Q8NGQ2,0,0.063377445,OR6Q1,0,0
Q8NGQ3,0,0,OR1S2,0,0
Q8NGQ5,0,0.03686124,OR9Q1,0,0
Q8NGQ6,0,0.128143219,OR9I1,0,0
Q8NGR1,0,0,OR13A1,0,0
Q8NGR3,0,0,OR1K1,0,0
Q8NGR5,0,0.087519431,OR1L4,0,0
Q8NGR8,0,0.060768422,OR1L8,0,0
Q8NGR9,0,0.020798988,OR1N2,0,0
Q8NGS0,0,0.116079323,OR1N1,0,0
Q8NGS1,0,0.032250213,OR1J4,0,0
Q8NGS3,0,0.160370698,OR1J1,0,0
Q8NGS4,0,0.203710413,OR13F1,0,0
Q8NGS5,0,0.031738534,OR13C4,0,0
Q8NGS6,0,0.093419198,OR13C3,0,0
Q8NGS7,0,0.02470937,OR13C8,0,0
Q8NGS9,0,0.080533193,OR13C2,0,0
Q8NGT1,0,0,OR2K2,0,0
Q8NGT2,0,0.023278059,OR13J1,0,0
Q8NGT5,0,0.031712285,OR9A2,0,0
Q8NGT7,0,0.2183161,OR2A12,0,0
Q8NGT9,0,0,OR2A1; OR2A42,0,0
Q8NGU1,0,0.061845792,OR9A1P,0.304759832,0
Q8NGU2,0,0.167908532,OR9A4,0,0
Q8NGU4,0,0.088981903,OR2I1P,0,0
Q8NGU9,0,0.353283138,GPR150,0.597935675,
Q8NGV0,0,0.051625473,OR2Y1,0,0
Q8NGV5,0,0.06017166,OR13D1,0,0
Q8NGV7,0,0.037394045,OR5H2,0,0
Q8NGX0,0,0,OR11L1,0,0
Q8NGX1,0,0.15895244,OR2T34,0,0
Q8NGX2,0,0.162667838,OR2T35,0,0
Q8NGX5,0,0.108680721,OR10K1,0,0
Q8NGX6,0,0.090467553,OR10R2,0,0
Q8NGX9,0,0.118840122,OR6P1,0,0
Q8NGY1,0,0,OR10Z1,0.04537312,0
Q8NGY2,0,0.021321236,OR6K2,0,0
Q8NGY5,0,0,OR6N1,0,0
Q8NGY6,0,0.100615817,OR6N2,0,0
Q8NGY9,0,0.149854335,OR2L8,0,0
Q8NGZ0,0,0.263724029,OR2AJ1,0,0
Q8NGZ2,0,0.088335651,OR14K1,0,0
Q8NGZ3,0,0,OR13G1,0,0
Q8NGZ4,0,0.199312091,OR2G3,0,0
Q8NGZ5,0,0,OR2G2,0,0
Q8NGZ6,0,0.030324161,OR6F1,0,0
Q8NGZ9,0,0.065542361,OR2T10,0,0
Q8NH00,0,0.24460707,OR2T4,0,0
Q8NH01,0,0.025055107,OR2T11,0,0
Q8NH02,0,0,OR2T29,0,0
Q8NH03,0,0.137360722,OR2T3,0,0
Q8NH04,0,0.103959807,OR2T27,0,0
Q8NH05,0,0.050607038,OR4Q3,0,0
Q8NH06,0,0.059270894,OR1P1,0,0
Q8NH08,0,0.02682741,OR10AC1,0.09421823,0
Q8NH09,0,0.194688491,OR8S1,0,0
Q8NH16,0,0.067439177,OR2L2,0.027119437,0
Q8NH18,0,0.16988743,OR5J2,0,0
Q8NH37,0,0.076989151,OR4C3,0,0
Q8NH40,0,0.0876095,OR6S1,0,0
Q8NH41,0,0.109495947,OR4K15,0,0
Q8NH49,0,0.187260172,OR4X1,0,0
Q8NH51,0,0.166337273,OR8K3,0,0
Q8NH53,0,0,OR52N1,0,0
Q8NH54,0,0,OR56A3,0.052028042,0
Q8NH55,0,0.025569237,OR52E5,0,0
Q8NH56,0,0.151979867,OR52N5,0,0
Q8NH57,0,0,OR52P1,0,0
Q8NH60,0,0,OR52J3,0,0
Q8NH61,0,0.216330747,OR51F2,0,0
Q8NH63,0,0.212261176,OR51H1,0,0
Q8NH67,0,0.065251783,OR52I2,0,0
Q8NH70,0,0.051324283,OR4A16,0,0
Q8NH72,0,0.051507485,OR4C6,0,0
Q8NH73,0,0.040030777,OR4S2,0,0
Q8NH74,0,0,OR10A6,0,0
Q8NH76,0,0.07235407,OR56B4,0,0
Q8NH79,0,0.081548478,OR6X1,0,0
Q8NH80,0,0,OR10D3,0.060045889,0
Q8NH81,0,0.074557355,OR10G6,0,0
Q8NH89,0,0.025657264,OR5AK3P,0,0
Q8NH90,0,0.185482865,OR5AK2,0,0
Q8NH93,0,0.034715617,OR1L3,0,0
Q8NH95,0,0.114718926,OR13C6P,0,0
Q8NHA4,0,0,OR2AE1,0.297428296,0
Q8NHA6,0,0.240697717,OR2W6P,0.730315293,0
Q8NHA8,0,0.045548325,OR1F12P,0.312464954,0
Q8NHB1,0,0,OR2V1,0,0
Q8NHB8,0,0,OR5K2,0,0
Q8NHC5,0,0.0503109,OR14A16,0.034940753,0
Q8NHC6,0,0,OR14L1,0,0
Q8NHC7,0,0.078062211,OR14C36,0,0
Q8NHR9,0,0.046832784,PFN4,0.459273024,0
Q8NHV5,0,0.075071135,MOSMO,1.087206919,0
Q8NHW6,0,0,OTOS,0,0
Q8TA94,0,0.355453428,ZNF563,0.389515097,
Q8TAA1,0,0.09751016,RNASE11,0,0
Q8TAI1,0,0,TYMSOS,2.691458029,0
Q8TAV0,0,0.299653344,FAM76A,1.68295243,0
Q8TAV5,0,0.207947803,KCNJ5-AS1,0.978787133,0
Q8TB22,0,0.657526697,SPATA20,4.560610039,
Q8TBR7,0,0.450723439,TLCD3A,3.770683692,
Q8TC17,0,0.353934078,GRAPL,0,
Q8TC90,0,0.28843179,CCER1,0,0
Q8TCB0,0,0.332445587,IFI44,2.850524985,
Q8TDS7,0,0.196150091,MRGPRD,0,0
Q8TDU5,0,0,VN1R17P,0.481015397,0
Q8TF08,0,0.128702803,COX7B2,0,0
Q8TF27,0,0.510712484,AGAP11,0,
Q8TF44,0,0.283935091,C2CD4C,0.166963117,0
Q8TF61,0,0.245607741,FBXO41,3.748076795,0
Q8WTP9,0,0.13997666,XAGE3,0,0
Q8WTR8,0,0.259843642,NTN5,0.697341147,0
Q8WUS8,0,0.206475533,SDR42E1,1.36825782,0
Q8WUT9,0,0.130211798,SLC25A43,1.940962216,0
Q8WUY8,0,0.394004166,NAT14,3.848649984,
Q8WV15,0,0.326921662,TMEM255B,0.264483415,
Q8WVE6,0,0.084649219,TMEM171,1.952269984,0
Q8WVF2,0,0.153651809,UCMA,0,0
Q8WW18,0,0.191558501,C17orf50,0,0
Q8WW33,0,0.024126091,GTSF1,2.210155162,0
Q8WW36,0,0.192904164,ZCCHC13,0,0
Q8WW62,0,0.215094932,TMED6,1.005672345,0
Q8WWA1,0,0.524793734,TMEM40,0.08089107,
Q8WWU7,0,0.259080833,ITLN2,0.850454546,0
Q8WX39,0,0.202759691,LCN9,0,0
Q8WXE0,0,0.438096965,CASKIN2,3.592887069,
Q8WXF5,0,0.114800852,CRYGN,0.054627042,0
Q8WXS4,0,0,TMEM37,1.93203705,0
Q8WZ33,0,0.106884148,MAFIP,0,0
Q8WZ92,0,0,OR5P2,0,0
Q8WZA6,0,0,OR1E3,0,0
Q93075,0,0.644213989,TATDN2,2.178424395,
Q93083,0,0,MT1L,2.521110351,0
Q969W3,0,0.267284511,FAM104A,2.778898148,0
Q96A98,0,0.082924923,PTH2,0.284506635,0
Q96AQ9,0,0.371442227,FAM131C,0.934516578,
Q96B33,0,0.468708859,CLDN23,5.446211096,
Q96B45,0,0.543342969,BORCS7,2.688036008,
Q96BQ1,0,0.69082231,FAM3D,1.04410854,
Q96CD0,0,0.408068945,FBXL8,4.297553686,
Q96CH1,0,0.132610028,GPR146,1.263326997,0
Q96CS4,0,0.109187926,ZNF689,2.283482923,0
Q96CT2,0,0.503880258,KLHL29,1.347919042,
Q96DC7,0,0.180522016,TMCO6,3.776978415,0
Q96DD0,0,0.207250789,LRRC39,0.332684119,0
Q96DS6,0,0.114484952,MS4A6E,0.004838888,0
Q96DU9,0,0.840770679,PABPC5,0.080951672,1
Q96E16,0,0.240694157,SMIM19,3.076126665,0
Q96E66,0,0.219899429,LRRC51,1.684110734,0
Q96EH5,0,0,RPL39L,0.770649475,0
Q96EI5,0,0.70464007,TCEAL4,3.723935302,1
Q96EK2,0,0.079548525,PHF21B,0.007801035,0
Q96EL2,0,0.153039256,MRPS24,4.115949502,0
Q96ER3,0,0.707887929,SAAL1,2.031329598,1
Q96ES6,0,0.172013574,MFSD3,4.639466752,0
Q96EV2,0,0.427378522,RBM33,2.813867086,
Q96EZ4,0,0.100259981,MYEOV,2.541940475,0
Q96F63,0,0.393623314,CCDC97,3.833674161,
Q96G27,0,0.053180024,WBP1,4.437701074,0
Q96GE5,0,0.200128307,ZNF799,1.790201318,0
Q96GE6,0,0.544289506,CALML4,2.547110993,
Q96GK7,0,0.954998378,FAHD2A,3.145220317,1
Q96GT9,0,0.176744212,XAGE2,0.096237126,0
Q96GU1,0,0.378843958,PAGE5,0,
Q96H12,0,0.143532185,MSANTD3,2.674135925,0
Q96H40,0,0.377391059,ZNF486,0.1144893,
Q96HA4,0,0.238634732,C1orf159,2.527240677,0
Q96HV5,0,0.713201813,TMEM41A,3.901605661,1
Q96I13,0,0.277090736,ABHD8,1.311657473,0
Q96ID5,0,0.080790146,IGSF21,0.003720795,0
Q96K17,0,0.772499322,BTF3L4,2.654868245,1
Q96K37,0,0.987849375,SLC35E1,4.01600588,1
Q96K75,0,0.187671045,ZNF514,1.736413313,0
Q96KC9,0,0.348640825,CABS1,0.146296484,
Q96KD3,0,0.307720685,GARIN1B,0.029226288,
Q96KF2,0,0.203467166,PRAC1,0,0
Q96KJ4,0,0.284139402,MSLNL,0.895059565,0
Q96KN9,0,0.103740473,GJD4,0.317975217,0
Q96KT7,0,0.102257402,SLC35G5,1.251376818,0
Q96KV6,0,0.341480679,BTN2A3P,1.315690812,
Q96KW9,0,0.124494488,SPACA7,0,0
Q96L03,0,0.10545985,SPATA17,0.038431645,0
Q96L11,0,0.366368115,LLCFC1,0,
Q96LB0,0,0.139682758,MRGPRX3,0,0
Q96LK8,0,0.342250231,SPATA32,0.266762126,
Q96LP2,0,0.273449092,FAM81B,0.005676157,0
Q96LR4,0,0.083231816,TAFA4,0,0
Q96LT6,0,0.249635594,C1orf74,3.392006426,0
Q96LU5,0,0.139631803,IMMP1L,0.676338191,0
Q96LW1,0,0.28390578,ZNF354B,1.234256295,0
Q96M20,0,0.261125766,CNBD2,0.777079149,0
Q96M34,0,0.571637784,TEX55,0,
Q96M53,0,0.296799306,TBATA,0.11220417,0
Q96M95,0,0.267652383,CCDC42,0,0
Q96MC5,0,0.181056132,BMERB1,0.012280041,0
Q96ME7,0,0.380560938,ZNF512,2.182917378,
Q96MF6,0,0.24237014,COQ10A,3.277080465,0
Q96MN5,0,0.02600249,TCEANC2,1.315867033,0
Q96MR9,0,0.190011601,ZNF560,0.020637165,0
Q96N11,0,0.852738208,INTS15,3.117770361,1
Q96N20,0,0.10711924,ZNF75A,2.573151932,0
Q96NG8,0,0.522430311,ZNF582,0.055466545,
Q96NJ3,0,0.105794729,ZNF285,0.017268294,0
Q96NJ6,0,0.229124317,ZFP3,0.233459314,0
Q96NS5,0,0.320734222,ASB16,0.383430882,
Q96NT1,0,0,NAP1L5,2.560102225,0
Q96P67,0,0,GPR82,0.292094763,0
Q96PG2,0,0.135420077,MS4A10,0,0
Q96PI1,0,0,SPRR4,0,0
Q96PT3,0,0.370432044,DUX5,0,
Q96PT4,0,0.327690732,DUX3,0,
Q96QA6,0,0.265965897,YPEL2,1.430865489,0
Q96QH8,0,0.120983327,SPACA5; SPACA5B,0,0
Q96QK8,0,0.349891383,SMIM14,1.719538393,
Q96QZ0,0,0.234862838,PANX3,0.203788886,0
Q96R08,0,0,OR5B12,0,0
Q96R09,0,0.094145831,OR5B2,0,0
Q96R28,0,0.026911039,OR2M2,0,0
Q96R30,0,0.150727057,OR2V2,0,0
Q96R45,0,0.034203499,OR2A7,0.711949682,0
Q96R47,0,0.056550746,OR2A14,0,0
Q96R54,0,0.058556974,OR14A2,0,0
Q96R67,0,0,OR4C12,0,0
Q96R69,0,0,OR4F4,0,0
Q96R72,0,0.128433958,OR4K3,0,0
Q96R84,0,0.044995649,OR1F2P,0.543354884,0
Q96RB7,0,0,OR5M11,0,0
Q96RC9,0,0.071007966,OR8B4,0,0
Q96RD0,0,0.186642595,OR8B2,0,0
Q96RD1,0,0.114642477,OR6C1,0,0
Q96RD2,0,0.077690953,OR52B2,0,0
Q96RD3,0,0.069062853,OR52E6,0,0
Q96RM1,0,0.052241743,SPRR2F,0.216004995,0
Q96RP8,0,0.088860921,KCNA7,0.119448597,0
Q96S19,0,0.417913558,METTL26,6.321232011,
Q96S86,0,0.054338664,HAPLN3,1.610655876,0
Q96S95,0,0.081412349,CAMK2N2,1.669993674,0
Q96SA4,0,0.110622796,SERINC2,4.658581733,0
Q96SF2,0,0.172404655,CCT8L2,0,0
Q96T75,0,0.136726232,DSCR8,0.009547728,0
Q96TA0,0,0.376196829,PCDHB18P,0.823685808,
Q99463,0,0.131964227,NPY6R,0.423717443,0
Q99603,0,0.246217717,TRGV9,0.311008587,0
Q99680,0,0.060914374,GPR22,0,0
Q9BPW5,0,0.169565057,RASL11B,1.101952919,0
Q9BQ13,0,0.489535844,KCTD14,1.033175849,
Q9BQ48,0,0.242401501,MRPL34,3.606757793,0
Q9BQ75,0,0.34518773,CMSS1,0.867477432,
Q9BQD1,0,0.283115561,PMCHL2,0,0
Q9BQE6,0,0.342879971,LBHD1,2.120103171,
Q9BQY6,0,0.036121249,WFDC6,0.276228009,0
Q9BR09,0,0.170620373,NEURL2,3.584295078,0
Q9BR10,0,0.198036932,SPATA25,3.173833249,0
Q9BR26,0,0.276744217,OCSTAMP,0.098884654,0
Q9BR77,0,0.238893943,CCDC77,1.108343017,0
Q9BRN9,0,0.183028087,TM2D3,2.010458254,0
Q9BSJ1,0,0.144337037,TRIM51,0,0
Q9BSK0,0,0,MARVELD1,3.815515773,0
Q9BSY4,0,0.955616552,CHCHD5,3.88560512,1
Q9BT73,0,0.284934452,PSMG3,5.469917779,0
Q9BTE0,0,0.089667197,NAT9,4.892020903,0
Q9BUY7,0,0.496140221,EFCAB11,0.387075836,
Q9BV87,0,0.48161426,CNPPD1,4.590681754,
Q9BVM2,0,0.201883171,DPCD,2.075362593,0
Q9BVV8,0,0.110836492,FAM174C,4.952026376,0
Q9BWD3,0,0.104767392,RTL8A,6.309357729,0
Q9BWG4,0,0.385336505,SSBP4,4.375012682,
Q9BWM5,0,0.047847458,ZNF416,2.11396609,0
Q9BWT6,0,0.39386877,MND1,0.969690797,
Q9BWV2,0,0.213472811,SPATA9,0.02145399,0
Q9BWW9,0,0.211933935,APOL5,0,0
Q9BXE9,0,0,VN1R3,0,0
Q9BXN6,0,0.232847117,SPANXD,0,0
Q9BXU8,0,0.337257313,FTHL17,0.348026923,
Q9BXY0,0,0.565327079,MAK16,3.515437182,
Q9BXY5,0,0.47046472,CAPS2,0.335001681,
Q9BY19,0,0,MS4A8,0.153469101,0
Q9BY71,0,0.267433431,LRRC3,1.1192477,0
Q9BYD6,0,0.632922421,MRPL1,1.253170348,
Q9BYE4,0,0,SPRR2G,0,0
Q9BYG7,0,0,MRO,0.367614854,0
Q9BYJ0,0,0.162256507,FGFBP2,0.864152527,0
Q9BYT5,0,0.124073127,KRTAP2-2,0,0
Q9BYU5,0,0.124073127,KRTAP2-1,0,0
Q9BZE3,0,0.336679339,BARHL1,0,
Q9BZW5,0,0.35362134,TM6SF1,0.511388288,
Q9C0I3,0,0.570368644,CCSER1,0.063272011,
Q9C0I9,0,0.294990704,LRRC27,0.680336462,0
Q9GIP4,0,0.104922124,SLC7A5P2,0,0
Q9GZK3,0,0.025350256,OR2B2,0,0
Q9GZK7,0,0.082379732,OR11A1,0,0
Q9GZM3,0,0.837031064,POLR2J2,2.228051581,1
Q9GZN8,0,0.708510455,ADISSP,0,1
Q9GZP1,0,0,NRSN2,2.369284894,0
Q9GZP8,0,0.098988217,IMUP,0,0
Q9GZW5,0,0.204887035,SCAND2P,3.208300579,0
Q9GZY1,0,0.09885444,PBOV1,0,0
Q9H0M5,0,0.300408996,ZNF700,2.645100851,
Q9H114,0,0.133891332,CSTL1,0.085563109,0
Q9H1A7,0,0.837031064,POLR2J3,1.957423461,1
