gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.3,1,1,2,skipsum,199,True,0.6141,0.0226,251.0,0.3272,0.0036,0.7871,0.0182,0.767,0.0255,0.7451,0.0195,0.7557,0.0195,0.847,0.0221
0.3,1,1,2,skipsum,299,True,0.5796,0.0264,251.0,0.3295,0.0023,0.7935,0.0194,0.7668,0.027,0.7663,0.0122,0.7665,0.0194,0.8554,0.0224
0.3,1,1,2,stack,99,True,0.685,0.0181,251.0,0.3314,0.0011,0.7509,0.0172,0.7009,0.0212,0.7624,0.0303,0.7299,0.0187,0.7935,0.0202
0.3,1,1,2,stack,199,True,0.6396,0.0059,251.0,0.3332,0.0016,0.7582,0.0092,0.7101,0.0213,0.7682,0.029,0.7372,0.0066,0.8035,0.0048
0.3,1,1,2,stack,299,True,0.6098,0.0107,251.0,0.3286,0.0022,0.764,0.0136,0.7218,0.034,0.7655,0.0334,0.7415,0.0031,0.8199,0.0075
0.3,1,2,1,skipconcat,99,True,0.7189,0.0289,351.0,0.5257,0.0118,0.6764,0.0709,0.637,0.0848,0.7498,0.1803,0.6668,0.0646,0.7653,0.0369
0.3,1,2,1,skipconcat,199,True,0.6668,0.0223,351.0,0.5263,0.0071,0.7585,0.0168,0.7093,0.0324,0.7749,0.0263,0.7395,0.0081,0.798,0.0156
0.3,1,2,1,skipconcat,299,True,0.6433,0.0274,351.0,0.5308,0.0036,0.7632,0.0249,0.7286,0.0322,0.742,0.0568,0.7339,0.0324,0.8027,0.0225
0.3,1,2,1,skipsum,99,True,0.7115,0.0184,251.0,0.5286,0.0092,0.7318,0.0225,0.7153,0.027,0.6541,0.0468,0.6824,0.0314,0.7935,0.0165
0.3,1,2,1,skipsum,199,True,0.6533,0.0148,251.0,0.5322,0.0034,0.7753,0.0136,0.7423,0.0068,0.7522,0.0352,0.7469,0.0203,0.8376,0.0234
