gcnconv-drop,l_pre,l_mp,l_post,stage,epoch,ckpt_clean,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
0.3,1,2,2,skipconcat,97,True,0.6876,0.0245,461.0,0.5338,0.0058,0.7098,0.0384,0.6423,0.0421,0.7867,0.0347,0.7061,0.0303,0.759,0.0386
0.3,1,2,2,skipconcat,174,True,0.6394,0.0149,461.0,0.572,0.0602,0.743,0.012,0.7066,0.055,0.7486,0.1235,0.716,0.038,0.8165,0.0087
0.3,1,2,2,skipconcat,282,True,0.6039,0.0139,461.0,0.5454,0.0057,0.7581,0.0149,0.6889,0.0264,0.8302,0.0206,0.7522,0.0077,0.8224,0.009
0.3,1,2,2,skipsum,97,True,0.6703,0.0284,361.0,0.5551,0.0024,0.7722,0.0126,0.7424,0.0275,0.7455,0.0354,0.7429,0.0138,0.8321,0.02
0.3,1,2,2,skipsum,180,True,0.6205,0.0258,361.0,0.5549,0.0028,0.7978,0.0191,0.7547,0.0321,0.8071,0.0063,0.7795,0.0148,0.8597,0.014
0.3,1,2,2,skipsum,297,True,0.5791,0.0235,361.0,0.5558,0.0078,0.8097,0.0157,0.793,0.0207,0.771,0.0193,0.7817,0.0178,0.8745,0.008
0.3,1,2,2,stack,99,True,0.7088,0.0353,361.0,0.5561,0.0028,0.6594,0.0901,0.6106,0.0933,0.7953,0.0929,0.6785,0.0305,0.7576,0.0479
0.3,1,2,2,stack,198,True,0.6425,0.0223,361.0,0.5549,0.0072,0.7606,0.0141,0.7044,0.0164,0.7898,0.0103,0.7446,0.0136,0.7991,0.0254
0.3,1,2,2,stack,266,True,0.6177,0.0175,361.0,0.5554,0.0019,0.7653,0.0154,0.7015,0.0248,0.8192,0.012,0.7554,0.0106,0.8189,0.0093
0.3,1,3,1,skipconcat,98,True,0.6879,0.018,661.0,0.8195,0.0668,0.7396,0.0173,0.7192,0.0098,0.6753,0.0758,0.694,0.0385,0.815,0.0041
0.3,1,3,1,skipconcat,195,True,0.6486,0.0121,661.0,0.7658,0.001,0.7671,0.0092,0.753,0.0166,0.7063,0.0522,0.7274,0.021,0.8268,0.0117
0.3,1,3,1,skipconcat,278,True,0.6212,0.0138,661.0,0.7685,0.0038,0.7727,0.0149,0.7238,0.0124,0.7847,0.0258,0.7529,0.0183,0.8306,0.01
